Record Date,Debt Held by the Public,Intragovernmental Holdings,Total Public Debt Outstanding
12/21/18,1.60684E+13,5.8005E+12,2.18689E+13
12/20/18,1.6068E+13,5.79559E+12,2.18636E+13
12/19/18,1.60824E+13,5.79083E+12,2.18732E+13
12/18/18,1.60821E+13,5.80338E+12,2.18855E+13
12/17/18,1.60864E+13,5.79024E+12,2.18767E+13
12/14/18,1.60338E+13,5.78718E+12,2.18209E+13
12/13/18,1.60336E+13,5.78946E+12,2.18231E+13
12/12/18,1.60489E+13,5.78771E+12,2.18367E+13
12/11/18,1.60487E+13,5.80106E+12,2.18497E+13
12/10/18,1.60531E+13,5.80118E+12,2.18543E+13
12/7/18,1.6053E+13,5.79779E+12,2.18508E+13
12/6/18,1.6053E+13,5.79856E+12,2.18515E+13
12/5/18,1.60418E+13,5.79725E+12,2.1839E+13
12/4/18,1.60416E+13,5.79504E+12,2.18367E+13
12/3/18,1.6042E+13,5.78214E+12,2.18241E+13
11/30/18,1.60443E+13,5.80578E+12,2.18501E+13
11/29/18,1.59854E+13,5.8327E+12,2.18181E+13
11/28/18,1.5968E+13,5.83391E+12,2.18019E+13
11/27/18,1.59681E+13,5.84823E+12,2.18164E+13
11/26/18,1.5968E+13,5.84335E+12,2.18114E+13
11/23/18,1.59668E+13,5.83606E+12,2.18028E+13
11/21/18,1.59417E+13,5.8276E+12,2.17693E+13
11/20/18,1.59416E+13,5.84112E+12,2.17827E+13
11/19/18,1.59407E+13,5.83144E+12,2.17722E+13
11/16/18,1.59418E+13,5.82452E+12,2.17664E+13
11/15/18,1.59417E+13,5.82214E+12,2.17638E+13
11/14/18,1.59019E+13,5.82386E+12,2.17257E+13
11/13/18,1.59016E+13,5.83262E+12,2.17342E+13
11/9/18,1.59012E+13,5.83135E+12,2.17326E+13
11/8/18,1.59013E+13,5.83217E+12,2.17334E+13
11/7/18,1.58649E+13,5.82559E+12,2.16904E+13
11/6/18,1.58651E+13,5.82617E+12,2.16912E+13
11/5/18,1.58644E+13,5.818E+12,2.16824E+13
11/2/18,1.58644E+13,5.81225E+12,2.16766E+13
11/1/18,1.58637E+13,5.82028E+12,2.1684E+13
10/31/18,1.58433E+13,5.85904E+12,2.17024E+13
10/30/18,1.58467E+13,5.85331E+12,2.17E+13
10/29/18,1.58462E+13,5.85135E+12,2.16975E+13
10/26/18,1.58454E+13,5.8495E+12,2.16949E+13
10/25/18,1.58452E+13,5.85053E+12,2.16958E+13
10/24/18,1.58261E+13,5.84499E+12,2.16711E+13
10/23/18,1.58257E+13,5.85672E+12,2.16824E+13
10/22/18,1.5825E+13,5.84972E+12,2.16747E+13
10/19/18,1.58252E+13,5.8463E+12,2.16715E+13
10/18/18,1.58251E+13,5.84735E+12,2.16725E+13
10/17/18,1.58096E+13,5.84418E+12,2.16538E+13
10/16/18,1.58082E+13,5.85355E+12,2.16617E+13
10/15/18,1.5808E+13,5.84611E+12,2.16542E+13
10/12/18,1.57587E+13,5.83926E+12,2.15979E+13
10/11/18,1.57582E+13,5.8318E+12,2.159E+13
10/10/18,1.5757E+13,5.83739E+12,2.15944E+13
10/9/18,1.57565E+13,5.84577E+12,2.16023E+13
10/5/18,1.57567E+13,5.84258E+12,2.15993E+13
10/4/18,1.57571E+13,5.84228E+12,2.15994E+13
10/3/18,1.57716E+13,5.83375E+12,2.16054E+13
10/2/18,1.57719E+13,5.84693E+12,2.16188E+13
10/1/18,1.57713E+13,5.83562E+12,2.16069E+13
9/28/18,1.57612E+13,5.7549E+12,2.15161E+13
9/27/18,1.57329E+13,5.69898E+12,2.14319E+13
9/26/18,1.57611E+13,5.70997E+12,2.14711E+13
9/25/18,1.57615E+13,5.72129E+12,2.14828E+13
9/24/18,1.57612E+13,5.71436E+12,2.14755E+13
9/21/18,1.57611E+13,5.70567E+12,2.14667E+13
9/20/18,1.57604E+13,5.70705E+12,2.14675E+13
9/19/18,1.5793E+13,5.70125E+12,2.14943E+13
9/18/18,1.57931E+13,5.70605E+12,2.14992E+13
9/17/18,1.5792E+13,5.6989E+12,2.14909E+13
9/14/18,1.5743E+13,5.68924E+12,2.14322E+13
9/13/18,1.57432E+13,5.68938E+12,2.14325E+13
9/12/18,1.57646E+13,5.68613E+12,2.14508E+13
9/11/18,1.57659E+13,5.70032E+12,2.14662E+13
9/10/18,1.57661E+13,5.69367E+12,2.14598E+13
9/7/18,1.57665E+13,5.69001E+12,2.14565E+13
9/6/18,1.57667E+13,5.6879E+12,2.14546E+13
9/5/18,1.57846E+13,5.68643E+12,2.14711E+13
9/4/18,1.57842E+13,5.67113E+12,2.14553E+13
8/31/18,1.57854E+13,5.67346E+12,2.14588E+13
8/30/18,1.57339E+13,5.70852E+12,2.14425E+13
8/29/18,1.57294E+13,5.71002E+12,2.14394E+13
8/28/18,1.57294E+13,5.71236E+12,2.14418E+13
8/27/18,1.57287E+13,5.70583E+12,2.14345E+13
8/24/18,1.57287E+13,5.6992E+12,2.14279E+13
8/23/18,1.57298E+13,5.69817E+12,2.1428E+13
8/22/18,1.57109E+13,5.69585E+12,2.14068E+13
8/21/18,1.57097E+13,5.70982E+12,2.14195E+13
8/20/18,1.57093E+13,5.70431E+12,2.14136E+13
8/17/18,1.57094E+13,5.70199E+12,2.14114E+13
8/16/18,1.57099E+13,5.6973E+12,2.14072E+13
8/15/18,1.56731E+13,5.69923E+12,2.13723E+13
8/14/18,1.56478E+13,5.70373E+12,2.13516E+13
8/13/18,1.56477E+13,5.69737E+12,2.13451E+13
8/10/18,1.56459E+13,5.69437E+12,2.13403E+13
8/9/18,1.56459E+13,5.69628E+12,2.13422E+13
8/8/18,1.56041E+13,5.69448E+12,2.12986E+13
8/7/18,1.56038E+13,5.70612E+12,2.13099E+13
8/6/18,1.56038E+13,5.70163E+12,2.13054E+13
8/3/18,1.56035E+13,5.69636E+12,2.12999E+13
8/2/18,1.56038E+13,5.7095E+12,2.13133E+13
8/1/18,1.55666E+13,5.69823E+12,2.12648E+13
7/31/18,1.55695E+13,5.74357E+12,2.13131E+13
7/30/18,1.55662E+13,5.73309E+12,2.12993E+13
7/27/18,1.55658E+13,5.73269E+12,2.12985E+13
7/26/18,1.55657E+13,5.73292E+12,2.12986E+13
7/25/18,1.55383E+13,5.7272E+12,2.12655E+13
7/24/18,1.55366E+13,5.73461E+12,2.12712E+13
7/23/18,1.55365E+13,5.72735E+12,2.12638E+13
7/20/18,1.55359E+13,5.72477E+12,2.12607E+13
7/19/18,1.55357E+13,5.72433E+12,2.126E+13
7/18/18,1.55127E+13,5.72812E+12,2.12409E+13
7/17/18,1.55125E+13,5.74291E+12,2.12554E+13
7/16/18,1.5512E+13,5.73133E+12,2.12434E+13
7/13/18,1.54842E+13,5.72658E+12,2.12107E+13
7/12/18,1.54838E+13,5.72735E+12,2.12112E+13
7/11/18,1.54822E+13,5.72557E+12,2.12078E+13
7/10/18,1.54818E+13,5.73462E+12,2.12164E+13
7/9/18,1.54813E+13,5.72685E+12,2.12081E+13
7/6/18,1.54803E+13,5.72561E+12,2.1206E+13
7/5/18,1.54803E+13,5.72244E+12,2.12028E+13
7/3/18,1.54798E+13,5.72114E+12,2.12009E+13
7/2/18,1.5478E+13,5.72824E+12,2.12063E+13
6/29/18,1.54666E+13,5.72851E+12,2.11951E+13
6/28/18,1.54453E+13,5.68365E+12,2.1129E+13
6/27/18,1.54499E+13,5.68259E+12,2.11325E+13
6/26/18,1.545E+13,5.69968E+12,2.11497E+13
6/25/18,1.54498E+13,5.69026E+12,2.11401E+13
6/22/18,1.54495E+13,5.68109E+12,2.11306E+13
6/21/18,1.54503E+13,5.68051E+12,2.11308E+13
6/20/18,1.5454E+13,5.68021E+12,2.11342E+13
6/19/18,1.54539E+13,5.69192E+12,2.11458E+13
6/18/18,1.54533E+13,5.67826E+12,2.11316E+13
6/15/18,1.54528E+13,5.67108E+12,2.11239E+13
6/14/18,1.54113E+13,5.66952E+12,2.10808E+13
6/13/18,1.54209E+13,5.6659E+12,2.10868E+13
6/12/18,1.54204E+13,5.67911E+12,2.10995E+13
6/11/18,1.54201E+13,5.67283E+12,2.10929E+13
6/8/18,1.54196E+13,5.66954E+12,2.10891E+13
6/7/18,1.54191E+13,5.68101E+12,2.11001E+13
6/6/18,1.54259E+13,5.67647E+12,2.11024E+13
6/5/18,1.54258E+13,5.67553E+12,2.11014E+13
6/4/18,1.54253E+13,5.6655E+12,2.10908E+13
6/1/18,1.54248E+13,5.65835E+12,2.10831E+13
5/31/18,1.54269E+13,5.7183E+12,2.11452E+13
5/30/18,1.53988E+13,5.70694E+12,2.11057E+13
5/29/18,1.53984E+13,5.70468E+12,2.11031E+13
5/25/18,1.53976E+13,5.70256E+12,2.11001E+13
5/24/18,1.53816E+13,5.70489E+12,2.10865E+13
5/23/18,1.53726E+13,5.71035E+12,2.1083E+13
5/22/18,1.53726E+13,5.72207E+12,2.10946E+13
5/21/18,1.53724E+13,5.7135E+12,2.10859E+13
5/18/18,1.53722E+13,5.70844E+12,2.10807E+13
5/17/18,1.5372E+13,5.70887E+12,2.10809E+13
5/16/18,1.53659E+13,5.70807E+12,2.1074E+13
5/15/18,1.53655E+13,5.72027E+12,2.10858E+13
5/14/18,1.53416E+13,5.71274E+12,2.10543E+13
5/11/18,1.53409E+13,5.70976E+12,2.10506E+13
5/10/18,1.53405E+13,5.71028E+12,2.10508E+13
5/9/18,1.53335E+13,5.70747E+12,2.1041E+13
5/8/18,1.53331E+13,5.72166E+12,2.10548E+13
5/7/18,1.53321E+13,5.71203E+12,2.10442E+13
5/4/18,1.53315E+13,5.70648E+12,2.1038E+13
5/3/18,1.53312E+13,5.70252E+12,2.10337E+13
5/2/18,1.53339E+13,5.71142E+12,2.10453E+13
5/1/18,1.53338E+13,5.69679E+12,2.10306E+13
4/30/18,1.53351E+13,5.73307E+12,2.10682E+13
4/27/18,1.53353E+13,5.71805E+12,2.10534E+13
4/26/18,1.53352E+13,5.72029E+12,2.10555E+13
4/25/18,1.53432E+13,5.71643E+12,2.10596E+13
4/24/18,1.5342E+13,5.72044E+12,2.10624E+13
4/23/18,1.53416E+13,5.70171E+12,2.10433E+13
4/20/18,1.53419E+13,5.69675E+12,2.10387E+13
4/19/18,1.53417E+13,5.69377E+12,2.10355E+13
4/18/18,1.53835E+13,5.6963E+12,2.10798E+13
4/17/18,1.53828E+13,5.69547E+12,2.10783E+13
4/16/18,1.53825E+13,5.68845E+12,2.1071E+13
4/13/18,1.53964E+13,5.66706E+12,2.10634E+13
4/12/18,1.53961E+13,5.66637E+12,2.10625E+13
4/11/18,1.54578E+13,5.66407E+12,2.11218E+13
4/10/18,1.54578E+13,5.67698E+12,2.11348E+13
4/9/18,1.54575E+13,5.66943E+12,2.1127E+13
4/6/18,1.54569E+13,5.66344E+12,2.11203E+13
4/5/18,1.54566E+13,5.66394E+12,2.11205E+13
4/4/18,1.54586E+13,5.65953E+12,2.11182E+13
4/3/18,1.54582E+13,5.65879E+12,2.1117E+13
4/2/18,1.54572E+13,5.66218E+12,2.11194E+13
3/30/18,1.5428E+13,5.66163E+12,2.10896E+13
3/29/18,1.54283E+13,5.68532E+12,2.11136E+13
3/28/18,1.53913E+13,5.67979E+12,2.10711E+13
3/27/18,1.53908E+13,5.69417E+12,2.1085E+13
3/26/18,1.53902E+13,5.68779E+12,2.1078E+13
3/23/18,1.53897E+13,5.67923E+12,2.10689E+13
3/22/18,1.53892E+13,5.67592E+12,2.10652E+13
3/21/18,1.53591E+13,5.67357E+12,2.10327E+13
3/20/18,1.53588E+13,5.69163E+12,2.10504E+13
3/19/18,1.53582E+13,5.68624E+12,2.10444E+13
3/16/18,1.53575E+13,5.67664E+12,2.10341E+13
3/15/18,1.53564E+13,5.6747E+12,2.10311E+13
3/14/18,1.52852E+13,5.67302E+12,2.09582E+13
3/13/18,1.52853E+13,5.68754E+12,2.09728E+13
3/12/18,1.52848E+13,5.67738E+12,2.09622E+13
3/9/18,1.52831E+13,5.67389E+12,2.0957E+13
3/8/18,1.52828E+13,5.67448E+12,2.09573E+13
3/7/18,1.52093E+13,5.67059E+12,2.08799E+13
3/6/18,1.52088E+13,5.67001E+12,2.08788E+13
3/5/18,1.52084E+13,5.66435E+12,2.08728E+13
3/2/18,1.52077E+13,5.66005E+12,2.08677E+13
3/1/18,1.52068E+13,5.66763E+12,2.08744E+13
2/28/18,1.51506E+13,5.70508E+12,2.08557E+13
2/27/18,1.51273E+13,5.71086E+12,2.08382E+13
2/26/18,1.51261E+13,5.70287E+12,2.0829E+13
2/23/18,1.51253E+13,5.6956E+12,2.08209E+13
2/22/18,1.51105E+13,5.69452E+12,2.0805E+13
2/21/18,1.50683E+13,5.69517E+12,2.07635E+13
2/20/18,1.50685E+13,5.70104E+12,2.07695E+13
2/16/18,1.50677E+13,5.69249E+12,2.07602E+13
2/15/18,1.50181E+13,5.69207E+12,2.07102E+13
2/14/18,1.49844E+13,5.68521E+12,2.06696E+13
2/13/18,1.49825E+13,5.69933E+12,2.06818E+13
2/12/18,1.4982E+13,5.69188E+12,2.06739E+13
2/9/18,1.4981E+13,5.68806E+12,2.06691E+13
2/8/18,1.48243E+13,5.67031E+12,2.04946E+13
2/7/18,1.4829E+13,5.66509E+12,2.04941E+13
2/6/18,1.48288E+13,5.66538E+12,2.04942E+13
2/5/18,1.48355E+13,5.65872E+12,2.04942E+13
2/2/18,1.48408E+13,5.65372E+12,2.04945E+13
2/1/18,1.48362E+13,5.65841E+12,2.04946E+13
1/31/18,1.48032E+13,5.69056E+12,2.04937E+13
1/30/18,1.4802E+13,5.691E+12,2.0493E+13
1/29/18,1.48067E+13,5.6864E+12,2.04931E+13
1/26/18,1.48075E+13,5.68583E+12,2.04933E+13
1/25/18,1.48058E+13,5.68758E+12,2.04934E+13
1/24/18,1.48147E+13,5.67829E+12,2.0493E+13
1/23/18,1.48028E+13,5.6902E+12,2.0493E+13
1/22/18,1.48108E+13,5.6823E+12,2.04931E+13
1/19/18,1.48134E+13,5.67997E+12,2.04933E+13
1/18/18,1.48164E+13,5.67698E+12,2.04934E+13
1/17/18,1.48126E+13,5.68038E+12,2.04929E+13
1/16/18,1.4814E+13,5.67902E+12,2.0493E+13
1/12/18,1.48257E+13,5.66765E+12,2.04933E+13
1/11/18,1.48252E+13,5.66818E+12,2.04934E+13
1/10/18,1.48272E+13,5.6657E+12,2.04929E+13
1/9/18,1.48145E+13,5.67853E+12,2.0493E+13
1/8/18,1.48223E+13,5.67074E+12,2.04931E+13
1/5/18,1.48252E+13,5.66805E+12,2.04933E+13
1/4/18,1.48293E+13,5.66403E+12,2.04934E+13
1/3/18,1.48308E+13,5.6617E+12,2.04925E+13
1/2/18,1.48328E+13,5.65981E+12,2.04926E+13
12/29/17,1.48147E+13,5.67803E+12,2.04927E+13
12/28/17,1.48686E+13,5.62432E+12,2.0493E+13
12/27/17,1.48628E+13,5.6297E+12,2.04925E+13
12/26/17,1.48617E+13,5.63087E+12,2.04926E+13
12/22/17,1.48677E+13,5.62522E+12,2.04929E+13
12/21/17,1.48743E+13,5.61865E+12,2.04929E+13
12/20/17,1.48724E+13,5.62012E+12,2.04925E+13
12/19/17,1.48594E+13,5.63322E+12,2.04926E+13
12/18/17,1.48711E+13,5.62155E+12,2.04927E+13
12/15/17,1.48765E+13,5.61641E+12,2.04929E+13
12/14/17,1.48753E+13,5.61768E+12,2.04929E+13
12/13/17,1.48652E+13,5.62232E+12,2.04875E+13
12/12/17,1.48646E+13,5.62802E+12,2.04926E+13
12/11/17,1.48648E+13,5.62789E+12,2.04927E+13
12/8/17,1.48649E+13,5.62799E+12,2.04929E+13
12/7/17,1.4906E+13,5.63514E+12,2.05411E+13
12/6/17,1.49138E+13,5.63268E+12,2.05464E+13
12/5/17,1.49137E+13,5.63291E+12,2.05466E+13
12/4/17,1.4914E+13,5.62636E+12,2.05404E+13
12/1/17,1.4914E+13,5.61783E+12,2.05318E+13
11/30/17,1.49187E+13,5.67168E+12,2.05904E+13
11/29/17,1.49026E+13,5.6616E+12,2.05642E+13
11/28/17,1.49022E+13,5.66573E+12,2.05679E+13
11/27/17,1.49013E+13,5.66236E+12,2.05637E+13
11/24/17,1.49007E+13,5.6566E+12,2.05573E+13
11/22/17,1.48812E+13,5.65215E+12,2.05334E+13
11/21/17,1.48811E+13,5.66588E+12,2.05469E+13
11/20/17,1.488E+13,5.65837E+12,2.05384E+13
11/17/17,1.48794E+13,5.65464E+12,2.0534E+13
11/16/17,1.48783E+13,5.65094E+12,2.05292E+13
11/15/17,1.48605E+13,5.64684E+12,2.05073E+13
11/14/17,1.48456E+13,5.658E+12,2.05036E+13
11/13/17,1.48454E+13,5.65248E+12,2.04979E+13
11/10/17,1.48448E+13,5.62253E+12,2.04674E+13
11/9/17,1.4845E+13,5.65113E+12,2.04961E+13
11/8/17,1.48231E+13,5.64891E+12,2.04721E+13
11/7/17,1.4823E+13,5.65921E+12,2.04823E+13
11/6/17,1.48222E+13,5.65268E+12,2.04749E+13
11/3/17,1.48216E+13,5.64743E+12,2.0469E+13
11/2/17,1.48216E+13,5.66331E+12,2.04849E+13
11/1/17,1.47998E+13,5.65344E+12,2.04533E+13
10/31/17,1.47514E+13,5.69103E+12,2.04425E+13
10/30/17,1.47721E+13,5.68126E+12,2.04534E+13
10/27/17,1.47718E+13,5.68238E+12,2.04541E+13
10/26/17,1.47708E+13,5.68244E+12,2.04532E+13
10/25/17,1.47524E+13,5.68728E+12,2.04397E+13
10/24/17,1.47522E+13,5.69123E+12,2.04435E+13
10/23/17,1.47518E+13,5.6838E+12,2.04356E+13
10/20/17,1.47515E+13,5.68049E+12,2.0432E+13
10/19/17,1.47515E+13,5.68193E+12,2.04334E+13
10/18/17,1.47397E+13,5.68367E+12,2.04234E+13
10/17/17,1.47396E+13,5.69383E+12,2.04334E+13
10/16/17,1.47392E+13,5.68373E+12,2.0423E+13
10/13/17,1.4709E+13,5.67519E+12,2.03842E+13
10/12/17,1.47092E+13,5.67302E+12,2.03822E+13
10/11/17,1.47032E+13,5.67226E+12,2.03755E+13
10/10/17,1.47025E+13,5.68066E+12,2.03832E+13
10/6/17,1.47021E+13,5.67118E+12,2.03732E+13
10/5/17,1.46999E+13,5.67129E+12,2.03712E+13
10/4/17,1.46786E+13,5.66803E+12,2.03466E+13
10/3/17,1.46786E+13,5.66515E+12,2.03438E+13
10/2/17,1.46795E+13,5.66831E+12,2.03478E+13
9/29/17,1.46734E+13,5.57147E+12,2.02449E+13
9/28/17,1.46492E+13,5.55447E+12,2.02037E+13
9/27/17,1.46323E+13,5.55665E+12,2.01889E+13
9/26/17,1.46325E+13,5.56825E+12,2.02007E+13
9/25/17,1.46301E+13,5.56012E+12,2.01902E+13
9/22/17,1.46303E+13,5.55165E+12,2.0182E+13
9/21/17,1.46284E+13,5.55139E+12,2.01798E+13
9/20/17,1.46151E+13,5.54968E+12,2.01648E+13
9/19/17,1.46134E+13,5.55977E+12,2.01732E+13
9/18/17,1.46118E+13,5.54859E+12,2.01604E+13
9/15/17,1.4611E+13,5.54253E+12,2.01536E+13
9/14/17,1.46273E+13,5.53821E+12,2.01655E+13
9/13/17,1.46243E+13,5.53569E+12,2.016E+13
9/12/17,1.46244E+13,5.54907E+12,2.01735E+13
9/11/17,1.46242E+13,5.54145E+12,2.01657E+13
9/8/17,1.46227E+13,5.53952E+12,2.01622E+13
9/7/17,1.44101E+13,5.43451E+12,1.98446E+13
9/6/17,1.44113E+13,5.43303E+12,1.98443E+13
9/5/17,1.44187E+13,5.4257E+12,1.98444E+13
9/1/17,1.44283E+13,5.41637E+12,1.98446E+13
8/31/17,1.43816E+13,5.46297E+12,1.98445E+13
8/30/17,1.43933E+13,5.45149E+12,1.98448E+13
8/29/17,1.43886E+13,5.45624E+12,1.98448E+13
8/28/17,1.43944E+13,5.45048E+12,1.98449E+13
8/25/17,1.43975E+13,5.44757E+12,1.9845E+13
8/24/17,1.43988E+13,5.44633E+12,1.98451E+13
8/23/17,1.43965E+13,5.44839E+12,1.98448E+13
8/22/17,1.43854E+13,5.45953E+12,1.98449E+13
8/21/17,1.43912E+13,5.45375E+12,1.9845E+13
8/18/17,1.43943E+13,5.45086E+12,1.98451E+13
8/17/17,1.43939E+13,5.45126E+12,1.98452E+13
8/16/17,1.43988E+13,5.4459E+12,1.98447E+13
8/15/17,1.43876E+13,5.45712E+12,1.98447E+13
8/14/17,1.43978E+13,5.447E+12,1.98448E+13
8/11/17,1.4401E+13,5.44396E+12,1.9845E+13
8/10/17,1.43986E+13,5.44647E+12,1.9845E+13
8/9/17,1.44E+13,5.44479E+12,1.98447E+13
8/8/17,1.43859E+13,5.45893E+12,1.98448E+13
8/7/17,1.4394E+13,5.45084E+12,1.98449E+13
8/4/17,1.43971E+13,5.44796E+12,1.9845E+13
8/3/17,1.43985E+13,5.4466E+12,1.98451E+13
8/2/17,1.43856E+13,5.4592E+12,1.98448E+13
8/1/17,1.43934E+13,5.45142E+12,1.98449E+13
7/31/17,1.43609E+13,5.48396E+12,1.98449E+13
7/28/17,1.43754E+13,5.46951E+12,1.98449E+13
7/27/17,1.43584E+13,5.48655E+12,1.98449E+13
7/26/17,1.43557E+13,5.48897E+12,1.98447E+13
7/25/17,1.43454E+13,5.49927E+12,1.98447E+13
7/24/17,1.4355E+13,5.48981E+12,1.98448E+13
7/21/17,1.43571E+13,5.48779E+12,1.98449E+13
7/20/17,1.43577E+13,5.4873E+12,1.9845E+13
7/19/17,1.43605E+13,5.48397E+12,1.98445E+13
7/18/17,1.43473E+13,5.49726E+12,1.98445E+13
7/17/17,1.43589E+13,5.48567E+12,1.98446E+13
7/14/17,1.43644E+13,5.48031E+12,1.98447E+13
7/13/17,1.43634E+13,5.48132E+12,1.98448E+13
7/12/17,1.43649E+13,5.47961E+12,1.98445E+13
7/11/17,1.43523E+13,5.49229E+12,1.98445E+13
7/10/17,1.43588E+13,5.4858E+12,1.98446E+13
7/7/17,1.436E+13,5.48478E+12,1.98447E+13
7/6/17,1.43628E+13,5.48199E+12,1.98448E+13
7/5/17,1.43633E+13,5.4812E+12,1.98445E+13
7/3/17,1.43777E+13,5.46689E+12,1.98446E+13
6/30/17,1.43662E+13,5.47837E+12,1.98446E+13
6/29/17,1.43079E+13,5.53844E+12,1.98463E+13
6/28/17,1.43069E+13,5.53921E+12,1.98461E+13
6/27/17,1.4292E+13,5.55409E+12,1.98461E+13
6/26/17,1.42971E+13,5.54909E+12,1.98462E+13
6/23/17,1.43061E+13,5.54026E+12,1.98463E+13
6/22/17,1.43066E+13,5.53975E+12,1.98464E+13
6/21/17,1.43073E+13,5.53853E+12,1.98459E+13
6/20/17,1.42969E+13,5.549E+12,1.98459E+13
6/19/17,1.43053E+13,5.54066E+12,1.9846E+13
6/16/17,1.43134E+13,5.53267E+12,1.98461E+13
6/15/17,1.4315E+13,5.53117E+12,1.98462E+13
6/14/17,1.43226E+13,5.52334E+12,1.98459E+13
6/13/17,1.43102E+13,5.53578E+12,1.98459E+13
6/12/17,1.43171E+13,5.52885E+12,1.9846E+13
6/9/17,1.43186E+13,5.52752E+12,1.98461E+13
6/8/17,1.43192E+13,5.52703E+12,1.98462E+13
6/7/17,1.43298E+13,5.51614E+12,1.98459E+13
6/6/17,1.43294E+13,5.51661E+12,1.9846E+13
6/5/17,1.43372E+13,5.50877E+12,1.9846E+13
6/2/17,1.43428E+13,5.50337E+12,1.98462E+13
6/1/17,1.43286E+13,5.51759E+12,1.98462E+13
5/31/17,1.4299E+13,5.54697E+12,1.98459E+13
5/30/17,1.43128E+13,5.5334E+12,1.98462E+13
5/26/17,1.43117E+13,5.53471E+12,1.98464E+13
5/25/17,1.43107E+13,5.53571E+12,1.98464E+13
5/24/17,1.43105E+13,5.53549E+12,1.98459E+13
5/23/17,1.43019E+13,5.54409E+12,1.9846E+13
5/22/17,1.43091E+13,5.53692E+12,1.9846E+13
5/19/17,1.43132E+13,5.533E+12,1.98462E+13
5/18/17,1.43113E+13,5.53492E+12,1.98462E+13
5/17/17,1.43092E+13,5.53679E+12,1.9846E+13
5/16/17,1.43007E+13,5.54531E+12,1.9846E+13
5/15/17,1.4307E+13,5.53909E+12,1.98461E+13
5/12/17,1.43105E+13,5.53565E+12,1.98462E+13
5/11/17,1.4311E+13,5.53526E+12,1.98462E+13
5/10/17,1.43129E+13,5.53308E+12,1.9846E+13
5/9/17,1.42994E+13,5.54659E+12,1.9846E+13
5/8/17,1.43051E+13,5.54101E+12,1.98461E+13
5/5/17,1.43114E+13,5.53482E+12,1.98462E+13
5/4/17,1.43116E+13,5.5346E+12,1.98462E+13
5/3/17,1.43186E+13,5.52741E+12,1.9846E+13
5/2/17,1.43053E+13,5.54076E+12,1.9846E+13
5/1/17,1.43233E+13,5.5228E+12,1.98461E+13
4/28/17,1.42933E+13,5.55278E+12,1.98461E+13
4/27/17,1.4298E+13,5.54851E+12,1.98465E+13
4/26/17,1.43022E+13,5.54384E+12,1.9846E+13
4/25/17,1.42941E+13,5.55194E+12,1.98461E+13
4/24/17,1.43047E+13,5.5414E+12,1.98461E+13
4/21/17,1.43164E+13,5.5298E+12,1.98463E+13
4/20/17,1.43195E+13,5.52678E+12,1.98463E+13
4/19/17,1.43236E+13,5.52244E+12,1.98461E+13
4/18/17,1.4324E+13,5.52206E+12,1.98461E+13
4/17/17,1.43308E+13,5.51538E+12,1.98461E+13
4/14/17,1.43521E+13,5.49417E+12,1.98463E+13
4/13/17,1.4353E+13,5.49329E+12,1.98463E+13
4/12/17,1.43557E+13,5.49042E+12,1.98461E+13
4/11/17,1.43438E+13,5.50228E+12,1.98461E+13
4/10/17,1.43515E+13,5.49469E+12,1.98462E+13
4/7/17,1.43584E+13,5.48791E+12,1.98463E+13
4/6/17,1.43578E+13,5.4885E+12,1.98463E+13
4/5/17,1.43624E+13,5.48371E+12,1.98461E+13
4/4/17,1.43625E+13,5.48368E+12,1.98461E+13
4/3/17,1.43794E+13,5.46701E+12,1.98464E+13
3/31/17,1.43697E+13,5.47674E+12,1.98464E+13
3/30/17,1.43485E+13,5.49775E+12,1.98463E+13
3/29/17,1.43497E+13,5.49609E+12,1.98458E+13
3/28/17,1.43473E+13,5.49856E+12,1.98459E+13
3/27/17,1.43534E+13,5.49254E+12,1.98459E+13
3/24/17,1.43605E+13,5.48555E+12,1.9846E+13
3/23/17,1.43593E+13,5.4867E+12,1.9846E+13
3/22/17,1.43629E+13,5.48294E+12,1.98458E+13
3/21/17,1.43499E+13,5.49594E+12,1.98459E+13
3/20/17,1.43552E+13,5.49073E+12,1.98459E+13
3/17/17,1.43571E+13,5.48891E+12,1.9846E+13
3/16/17,1.43637E+13,5.48237E+12,1.9846E+13
3/15/17,1.43407E+13,5.5051E+12,1.98458E+13
3/14/17,1.43848E+13,5.51783E+12,1.99026E+13
3/13/17,1.43496E+13,5.5084E+12,1.9858E+13
3/10/17,1.43491E+13,5.50449E+12,1.98536E+13
3/9/17,1.43498E+13,5.50589E+12,1.98557E+13
3/8/17,1.43749E+13,5.50425E+12,1.98791E+13
3/7/17,1.43741E+13,5.51572E+12,1.98899E+13
3/6/17,1.43737E+13,5.50936E+12,1.9883E+13
3/3/17,1.43732E+13,5.50525E+12,1.98785E+13
3/2/17,1.43735E+13,5.5215E+12,1.9895E+13
3/1/17,1.44084E+13,5.51206E+12,1.99204E+13
2/28/17,1.44114E+13,5.54821E+12,1.99596E+13
2/27/17,1.43968E+13,5.53444E+12,1.99312E+13
2/24/17,1.43968E+13,5.53334E+12,1.99301E+13
2/23/17,1.43841E+13,5.52982E+12,1.99139E+13
2/22/17,1.44047E+13,5.53116E+12,1.99359E+13
2/21/17,1.44036E+13,5.53171E+12,1.99353E+13
2/17/17,1.44034E+13,5.52909E+12,1.99325E+13
