Record Date,Debt Held by the Public,Intragovernmental Holdings,Total Public Debt Outstanding
2/16/17,1.44034E+13,5.52319E+12,1.99266E+13
2/15/17,1.44173E+13,5.52003E+12,1.99374E+13
2/14/17,1.4404E+13,5.52867E+12,1.99327E+13
2/13/17,1.44025E+13,5.52176E+12,1.99242E+13
2/10/17,1.44025E+13,5.51854E+12,1.99211E+13
2/9/17,1.44024E+13,5.51991E+12,1.99223E+13
2/8/17,1.43661E+13,5.51854E+12,1.98846E+13
2/7/17,1.43654E+13,5.5304E+12,1.98958E+13
2/6/17,1.43653E+13,5.52507E+12,1.98903E+13
2/3/17,1.43652E+13,5.52066E+12,1.98859E+13
2/2/17,1.43661E+13,5.5367E+12,1.99028E+13
2/1/17,1.4376E+13,5.52402E+12,1.99E+13
1/31/17,1.43761E+13,5.56112E+12,1.99373E+13
1/30/17,1.43871E+13,5.55269E+12,1.99398E+13
1/27/17,1.43873E+13,5.55175E+12,1.9939E+13
1/26/17,1.43872E+13,5.55271E+12,1.99399E+13
1/25/17,1.44038E+13,5.54677E+12,1.99506E+13
1/24/17,1.44036E+13,5.55454E+12,1.99581E+13
1/23/17,1.44034E+13,5.54633E+12,1.99497E+13
1/20/17,1.44037E+13,5.5436E+12,1.99473E+13
1/19/17,1.44038E+13,5.54066E+12,1.99444E+13
1/18/17,1.44239E+13,5.53753E+12,1.99615E+13
1/17/17,1.44236E+13,5.5364E+12,1.996E+13
1/13/17,1.44165E+13,5.52409E+12,1.99406E+13
1/12/17,1.44169E+13,5.52491E+12,1.99418E+13
1/11/17,1.44282E+13,5.52352E+12,1.99518E+13
1/10/17,1.44283E+13,5.53597E+12,1.99643E+13
1/9/17,1.4428E+13,5.52734E+12,1.99553E+13
1/6/17,1.44279E+13,5.5249E+12,1.99528E+13
1/5/17,1.4428E+13,5.52043E+12,1.99485E+13
1/4/17,1.44342E+13,5.51823E+12,1.99524E+13
1/3/17,1.44339E+13,5.50116E+12,1.9935E+13
12/30/16,1.44348E+13,5.54199E+12,1.99768E+13
12/29/16,1.44076E+13,5.47156E+12,1.98792E+13
12/28/16,1.44059E+13,5.47354E+12,1.98794E+13
12/27/16,1.44065E+13,5.48423E+12,1.98907E+13
12/23/16,1.4407E+13,5.48021E+12,1.98872E+13
12/22/16,1.44069E+13,5.47056E+12,1.98774E+13
12/21/16,1.44103E+13,5.468E+12,1.98783E+13
12/20/16,1.44097E+13,5.47989E+12,1.98896E+13
12/19/16,1.44093E+13,5.47341E+12,1.98827E+13
12/16/16,1.44098E+13,5.46628E+12,1.9876E+13
12/15/16,1.441E+13,5.46536E+12,1.98753E+13
12/14/16,1.44081E+13,5.46337E+12,1.98715E+13
12/13/16,1.44078E+13,5.47648E+12,1.98843E+13
12/12/16,1.44079E+13,5.47085E+12,1.98787E+13
12/9/16,1.4408E+13,5.46836E+12,1.98764E+13
12/8/16,1.44079E+13,5.46951E+12,1.98774E+13
12/7/16,1.44254E+13,5.46573E+12,1.98912E+13
12/6/16,1.44252E+13,5.46713E+12,1.98924E+13
12/5/16,1.44245E+13,5.46104E+12,1.98856E+13
12/2/16,1.44246E+13,5.45658E+12,1.98812E+13
12/1/16,1.4427E+13,5.47459E+12,1.99015E+13
11/30/16,1.44437E+13,5.50436E+12,1.99481E+13
11/29/16,1.44314E+13,5.49927E+12,1.99307E+13
11/28/16,1.44311E+13,5.49807E+12,1.99292E+13
11/25/16,1.44311E+13,5.49697E+12,1.99281E+13
11/23/16,1.44074E+13,5.49061E+12,1.9898E+13
11/22/16,1.44072E+13,5.50038E+12,1.99075E+13
11/21/16,1.44065E+13,5.49251E+12,1.9899E+13
11/18/16,1.44065E+13,5.48943E+12,1.9896E+13
11/17/16,1.44064E+13,5.49073E+12,1.98972E+13
11/16/16,1.43726E+13,5.48519E+12,1.98578E+13
11/15/16,1.43712E+13,5.49595E+12,1.98671E+13
11/14/16,1.43709E+13,5.47128E+12,1.98422E+13
11/10/16,1.43714E+13,5.46918E+12,1.98406E+13
11/9/16,1.43241E+13,5.46959E+12,1.97937E+13
11/8/16,1.43234E+13,5.48283E+12,1.98062E+13
11/7/16,1.43224E+13,5.47422E+12,1.97966E+13
11/4/16,1.43215E+13,5.46928E+12,1.97908E+13
11/3/16,1.43202E+13,5.46996E+12,1.97901E+13
11/2/16,1.42871E+13,5.48253E+12,1.97696E+13
11/1/16,1.42848E+13,5.47521E+12,1.97601E+13
10/31/16,1.42865E+13,5.51921E+12,1.98057E+13
10/28/16,1.431E+13,5.51053E+12,1.98205E+13
10/27/16,1.43101E+13,5.51477E+12,1.98249E+13
10/26/16,1.4282E+13,5.51347E+12,1.97955E+13
10/25/16,1.42813E+13,5.52724E+12,1.98085E+13
10/24/16,1.42806E+13,5.50742E+12,1.9788E+13
10/21/16,1.42806E+13,5.50584E+12,1.97864E+13
10/20/16,1.42803E+13,5.50528E+12,1.97856E+13
10/19/16,1.42511E+13,5.50314E+12,1.97543E+13
10/18/16,1.42508E+13,5.5158E+12,1.97666E+13
10/17/16,1.42504E+13,5.5052E+12,1.97556E+13
10/14/16,1.42249E+13,5.49669E+12,1.97216E+13
10/13/16,1.4225E+13,5.49582E+12,1.97208E+13
10/12/16,1.41925E+13,5.49621E+12,1.96887E+13
10/11/16,1.41917E+13,5.50259E+12,1.96943E+13
10/7/16,1.4192E+13,5.4954E+12,1.96874E+13
10/6/16,1.4192E+13,5.49677E+12,1.96888E+13
10/5/16,1.41709E+13,5.49251E+12,1.96634E+13
10/4/16,1.41706E+13,5.48885E+12,1.96595E+13
10/3/16,1.41696E+13,5.47339E+12,1.96429E+13
9/30/16,1.41734E+13,5.40002E+12,1.95734E+13
9/29/16,1.41489E+13,5.38397E+12,1.95329E+13
9/28/16,1.41345E+13,5.38547E+12,1.95199E+13
9/27/16,1.41339E+13,5.40294E+12,1.95369E+13
9/26/16,1.41335E+13,5.39605E+12,1.95296E+13
9/23/16,1.41337E+13,5.39107E+12,1.95248E+13
9/22/16,1.41333E+13,5.38619E+12,1.95195E+13
9/21/16,1.41355E+13,5.38193E+12,1.95175E+13
9/20/16,1.4134E+13,5.39032E+12,1.95243E+13
9/19/16,1.41339E+13,5.38422E+12,1.95181E+13
9/16/16,1.41341E+13,5.37684E+12,1.95109E+13
9/15/16,1.41342E+13,5.37405E+12,1.95082E+13
9/14/16,1.41136E+13,5.3669E+12,1.94805E+13
9/13/16,1.41136E+13,5.37968E+12,1.94933E+13
9/12/16,1.41118E+13,5.3729E+12,1.94847E+13
9/9/16,1.41126E+13,5.37013E+12,1.94827E+13
9/8/16,1.41126E+13,5.36949E+12,1.94821E+13
9/7/16,1.41113E+13,5.36821E+12,1.94795E+13
9/6/16,1.41097E+13,5.36423E+12,1.94739E+13
9/2/16,1.41102E+13,5.3602E+12,1.94704E+13
9/1/16,1.41097E+13,5.37192E+12,1.94816E+13
8/31/16,1.41041E+13,5.40618E+12,1.95103E+13
8/30/16,1.40889E+13,5.40318E+12,1.94921E+13
8/29/16,1.40879E+13,5.39826E+12,1.94862E+13
8/26/16,1.40878E+13,5.39604E+12,1.94838E+13
8/25/16,1.40747E+13,5.39754E+12,1.94722E+13
8/24/16,1.40499E+13,5.39306E+12,1.94429E+13
8/23/16,1.40485E+13,5.40643E+12,1.94549E+13
8/22/16,1.40481E+13,5.39792E+12,1.9446E+13
8/19/16,1.40477E+13,5.39554E+12,1.94433E+13
8/18/16,1.40477E+13,5.39743E+12,1.94451E+13
8/17/16,1.40264E+13,5.39537E+12,1.94218E+13
8/16/16,1.40249E+13,5.40321E+12,1.94281E+13
8/15/16,1.40241E+13,5.39605E+12,1.94202E+13
8/12/16,1.40129E+13,5.39009E+12,1.9403E+13
8/11/16,1.40128E+13,5.39155E+12,1.94044E+13
8/10/16,1.39879E+13,5.38978E+12,1.93776E+13
8/9/16,1.39875E+13,5.40324E+12,1.93907E+13
8/8/16,1.3987E+13,5.39853E+12,1.93856E+13
8/5/16,1.39868E+13,5.3933E+12,1.93801E+13
8/4/16,1.39867E+13,5.39288E+12,1.93796E+13
8/3/16,1.39702E+13,5.38913E+12,1.93593E+13
8/2/16,1.39698E+13,5.40439E+12,1.93742E+13
8/1/16,1.39685E+13,5.39023E+12,1.93587E+13
7/29/16,1.39982E+13,5.42947E+12,1.94277E+13
7/28/16,1.39862E+13,5.42612E+12,1.94123E+13
7/27/16,1.39766E+13,5.42632E+12,1.94029E+13
7/26/16,1.39759E+13,5.43923E+12,1.94151E+13
7/25/16,1.39752E+13,5.43194E+12,1.94072E+13
7/22/16,1.39749E+13,5.42541E+12,1.94003E+13
7/21/16,1.39748E+13,5.42576E+12,1.94006E+13
7/20/16,1.39693E+13,5.42237E+12,1.93917E+13
7/19/16,1.39688E+13,5.43357E+12,1.94024E+13
7/18/16,1.39683E+13,5.42283E+12,1.93911E+13
7/15/16,1.39676E+13,5.41846E+12,1.93861E+13
7/14/16,1.39641E+13,5.41645E+12,1.93806E+13
7/13/16,1.39468E+13,5.41452E+12,1.93613E+13
7/12/16,1.3946E+13,5.42689E+12,1.93729E+13
7/11/16,1.39446E+13,5.42241E+12,1.9367E+13
7/8/16,1.3944E+13,5.418E+12,1.9362E+13
7/7/16,1.3944E+13,5.41618E+12,1.93602E+13
7/6/16,1.39281E+13,5.41543E+12,1.93435E+13
7/5/16,1.39272E+13,5.40052E+12,1.93277E+13
7/1/16,1.39261E+13,5.39084E+12,1.93169E+13
6/30/16,1.39327E+13,5.44885E+12,1.93816E+13
6/29/16,1.39093E+13,5.37403E+12,1.92833E+13
6/28/16,1.3909E+13,5.37539E+12,1.92844E+13
6/27/16,1.39088E+13,5.37048E+12,1.92793E+13
6/24/16,1.39079E+13,5.37001E+12,1.92779E+13
6/23/16,1.38944E+13,5.3654E+12,1.92598E+13
6/22/16,1.38956E+13,5.3568E+12,1.92524E+13
6/21/16,1.38948E+13,5.3709E+12,1.92657E+13
6/20/16,1.38941E+13,5.36258E+12,1.92567E+13
6/17/16,1.38938E+13,5.35922E+12,1.9253E+13
6/16/16,1.38935E+13,5.35474E+12,1.92482E+13
6/15/16,1.38971E+13,5.34851E+12,1.92456E+13
6/14/16,1.38742E+13,5.35584E+12,1.92301E+13
6/13/16,1.38733E+13,5.34893E+12,1.92223E+13
6/10/16,1.38729E+13,5.34598E+12,1.92189E+13
6/9/16,1.38726E+13,5.34688E+12,1.92195E+13
6/8/16,1.38827E+13,5.34757E+12,1.92303E+13
6/7/16,1.38824E+13,5.34601E+12,1.92284E+13
6/6/16,1.38811E+13,5.33941E+12,1.92205E+13
6/3/16,1.38796E+13,5.33495E+12,1.92145E+13
6/2/16,1.38792E+13,5.3501E+12,1.92293E+13
6/1/16,1.38843E+13,5.34636E+12,1.92306E+13
5/31/16,1.38863E+13,5.37915E+12,1.92655E+13
5/27/16,1.38573E+13,5.36911E+12,1.92264E+13
5/26/16,1.38427E+13,5.37343E+12,1.92161E+13
5/25/16,1.38421E+13,5.37202E+12,1.92141E+13
5/24/16,1.38413E+13,5.38171E+12,1.9223E+13
5/23/16,1.38407E+13,5.37177E+12,1.92125E+13
5/20/16,1.38402E+13,5.36964E+12,1.92098E+13
5/19/16,1.38401E+13,5.37235E+12,1.92125E+13
5/18/16,1.3837E+13,5.36956E+12,1.92065E+13
5/17/16,1.3836E+13,5.382E+12,1.9218E+13
5/16/16,1.3835E+13,5.37195E+12,1.9207E+13
5/13/16,1.38328E+13,5.36712E+12,1.91999E+13
5/12/16,1.38328E+13,5.36737E+12,1.92002E+13
5/11/16,1.38293E+13,5.36407E+12,1.91934E+13
5/10/16,1.38285E+13,5.37601E+12,1.92045E+13
5/9/16,1.38273E+13,5.37023E+12,1.91975E+13
5/6/16,1.3827E+13,5.36301E+12,1.91901E+13
5/5/16,1.38269E+13,5.36118E+12,1.91881E+13
5/4/16,1.38322E+13,5.35441E+12,1.91867E+13
5/3/16,1.38316E+13,5.34017E+12,1.91718E+13
5/2/16,1.38312E+13,5.33882E+12,1.917E+13
4/29/16,1.38412E+13,5.34619E+12,1.91874E+13
4/28/16,1.38244E+13,5.36185E+12,1.91862E+13
4/27/16,1.38457E+13,5.36374E+12,1.92094E+13
4/26/16,1.38448E+13,5.37383E+12,1.92187E+13
4/25/16,1.38443E+13,5.36605E+12,1.92103E+13
4/22/16,1.38444E+13,5.35381E+12,1.91982E+13
4/21/16,1.38443E+13,5.35251E+12,1.91968E+13
4/20/16,1.38681E+13,5.34757E+12,1.92157E+13
4/19/16,1.38658E+13,5.35602E+12,1.92218E+13
4/18/16,1.38657E+13,5.34263E+12,1.92083E+13
4/15/16,1.38655E+13,5.33818E+12,1.92036E+13
4/14/16,1.3882E+13,5.32121E+12,1.92032E+13
4/13/16,1.39025E+13,5.3188E+12,1.92213E+13
4/12/16,1.39031E+13,5.33091E+12,1.9234E+13
4/11/16,1.39025E+13,5.32377E+12,1.92262E+13
4/8/16,1.39031E+13,5.32009E+12,1.92232E+13
4/7/16,1.39029E+13,5.31829E+12,1.92212E+13
4/6/16,1.3924E+13,5.31493E+12,1.92389E+13
4/5/16,1.39231E+13,5.31395E+12,1.92371E+13
4/4/16,1.3922E+13,5.30601E+12,1.9228E+13
4/1/16,1.39217E+13,5.29684E+12,1.92185E+13
3/31/16,1.39249E+13,5.34006E+12,1.92649E+13
3/30/16,1.38996E+13,5.3333E+12,1.9233E+13
3/29/16,1.39003E+13,5.33544E+12,1.92357E+13
3/28/16,1.38996E+13,5.33053E+12,1.92301E+13
3/25/16,1.38867E+13,5.32821E+12,1.92149E+13
3/24/16,1.38867E+13,5.32497E+12,1.92117E+13
3/23/16,1.38723E+13,5.32832E+12,1.92006E+13
3/22/16,1.3872E+13,5.33933E+12,1.92113E+13
3/21/16,1.38718E+13,5.33382E+12,1.92056E+13
3/18/16,1.38717E+13,5.33128E+12,1.9203E+13
3/17/16,1.38721E+13,5.31613E+12,1.91882E+13
3/16/16,1.38448E+13,5.30663E+12,1.91514E+13
3/15/16,1.38444E+13,5.31744E+12,1.91619E+13
3/14/16,1.38197E+13,5.30897E+12,1.91287E+13
3/11/16,1.3819E+13,5.30533E+12,1.91243E+13
3/10/16,1.38189E+13,5.3064E+12,1.91253E+13
3/9/16,1.37951E+13,5.30507E+12,1.91002E+13
3/8/16,1.37948E+13,5.31808E+12,1.91129E+13
3/7/16,1.37948E+13,5.303E+12,1.90978E+13
3/4/16,1.37939E+13,5.29962E+12,1.90935E+13
3/3/16,1.37939E+13,5.29927E+12,1.90932E+13
3/2/16,1.37832E+13,5.31436E+12,1.90975E+13
3/1/16,1.37833E+13,5.30754E+12,1.90909E+13
2/29/16,1.37852E+13,5.34027E+12,1.91255E+13
2/26/16,1.37505E+13,5.32957E+12,1.90801E+13
2/25/16,1.37371E+13,5.33358E+12,1.90707E+13
2/24/16,1.37208E+13,5.33339E+12,1.90542E+13
2/23/16,1.37203E+13,5.3446E+12,1.90649E+13
2/22/16,1.37201E+13,5.33328E+12,1.90534E+13
2/19/16,1.37207E+13,5.33167E+12,1.90524E+13
2/18/16,1.37207E+13,5.32647E+12,1.90471E+13
2/17/16,1.37023E+13,5.32666E+12,1.9029E+13
2/16/16,1.37018E+13,5.3282E+12,1.903E+13
2/12/16,1.36948E+13,5.32173E+12,1.90165E+13
2/11/16,1.36947E+13,5.32161E+12,1.90163E+13
2/10/16,1.36712E+13,5.32011E+12,1.89913E+13
2/9/16,1.36712E+13,5.33413E+12,1.90054E+13
2/8/16,1.36712E+13,5.32906E+12,1.90002E+13
2/5/16,1.36717E+13,5.32469E+12,1.89964E+13
2/4/16,1.36718E+13,5.3249E+12,1.89967E+13
2/3/16,1.3654E+13,5.32124E+12,1.89752E+13
2/2/16,1.36542E+13,5.33808E+12,1.89923E+13
2/1/16,1.36536E+13,5.32209E+12,1.89757E+13
1/29/16,1.36572E+13,5.35567E+12,1.90128E+13
1/28/16,1.36424E+13,5.34739E+12,1.89898E+13
1/27/16,1.36192E+13,5.34338E+12,1.89626E+13
1/26/16,1.36194E+13,5.34897E+12,1.89683E+13
1/25/16,1.36183E+13,5.34371E+12,1.8962E+13
1/22/16,1.36181E+13,5.3435E+12,1.89616E+13
1/21/16,1.36181E+13,5.34077E+12,1.89588E+13
1/20/16,1.36052E+13,5.33618E+12,1.89414E+13
1/19/16,1.36048E+13,5.33588E+12,1.89406E+13
1/15/16,1.36049E+13,5.32973E+12,1.89346E+13
1/14/16,1.35996E+13,5.32392E+12,1.89236E+13
1/13/16,1.36345E+13,5.32127E+12,1.89558E+13
1/12/16,1.36345E+13,5.26322E+12,1.88977E+13
1/11/16,1.36345E+13,5.25732E+12,1.88919E+13
1/8/16,1.36351E+13,5.25352E+12,1.88886E+13
1/7/16,1.3635E+13,5.25291E+12,1.88879E+13
1/6/16,1.367E+13,5.24835E+12,1.89184E+13
1/5/16,1.36706E+13,5.24786E+12,1.89184E+13
1/4/16,1.36695E+13,5.23143E+12,1.89009E+13
12/31/15,1.36725E+13,5.24966E+12,1.89222E+13
12/30/15,1.36227E+13,5.20233E+12,1.88251E+13
12/29/15,1.3622E+13,5.20211E+12,1.88241E+13
12/28/15,1.36213E+13,5.1974E+12,1.88187E+13
12/24/15,1.36081E+13,5.19477E+12,1.88029E+13
12/23/15,1.36032E+13,5.19211E+12,1.87953E+13
12/22/15,1.3603E+13,5.20437E+12,1.88074E+13
12/21/15,1.36022E+13,5.19605E+12,1.87982E+13
12/18/15,1.36023E+13,5.19273E+12,1.8795E+13
12/17/15,1.36024E+13,5.19389E+12,1.87963E+13
12/16/15,1.36007E+13,5.18741E+12,1.87881E+13
12/15/15,1.36006E+13,5.19757E+12,1.87982E+13
12/14/15,1.35761E+13,5.19158E+12,1.87676E+13
12/11/15,1.35762E+13,5.18873E+12,1.87649E+13
12/10/15,1.35764E+13,5.18569E+12,1.87621E+13
12/9/15,1.35873E+13,5.18781E+12,1.87751E+13
12/8/15,1.35877E+13,5.2014E+12,1.87891E+13
12/7/15,1.3587E+13,5.20222E+12,1.87892E+13
12/4/15,1.35878E+13,5.19903E+12,1.87868E+13
12/3/15,1.3588E+13,5.20001E+12,1.8788E+13
12/2/15,1.35865E+13,5.21627E+12,1.88027E+13
12/1/15,1.3586E+13,5.21183E+12,1.87978E+13
11/30/15,1.3589E+13,5.23833E+12,1.88273E+13
11/27/15,1.35512E+13,5.2313E+12,1.87825E+13
11/25/15,1.3488E+13,5.23161E+12,1.87196E+13
11/24/15,1.34882E+13,5.24203E+12,1.87302E+13
11/23/15,1.34876E+13,5.23518E+12,1.87227E+13
11/20/15,1.34875E+13,5.23331E+12,1.87208E+13
11/19/15,1.3486E+13,5.23218E+12,1.87182E+13
11/18/15,1.34254E+13,5.23291E+12,1.86583E+13
11/17/15,1.34252E+13,5.24479E+12,1.867E+13
11/16/15,1.34253E+13,5.23518E+12,1.86605E+13
11/13/15,1.34226E+13,5.23093E+12,1.86535E+13
11/12/15,1.34227E+13,5.22634E+12,1.8649E+13
11/10/15,1.3378E+13,5.22738E+12,1.86054E+13
11/9/15,1.33778E+13,5.23696E+12,1.86148E+13
11/6/15,1.33782E+13,5.23164E+12,1.86099E+13
11/5/15,1.33783E+13,5.2315E+12,1.86098E+13
11/4/15,1.33041E+13,5.2287E+12,1.85329E+13
11/3/15,1.33046E+13,5.2277E+12,1.85323E+13
11/2/15,1.32596E+13,5.23249E+12,1.84921E+13
10/30/15,1.30607E+13,5.09232E+12,1.8153E+13
10/29/15,1.30409E+13,5.11164E+12,1.81526E+13
10/28/15,1.3042E+13,5.11057E+12,1.81526E+13
10/27/15,1.30278E+13,5.12475E+12,1.81526E+13
10/26/15,1.30341E+13,5.11853E+12,1.81526E+13
10/23/15,1.30354E+13,5.11724E+12,1.81526E+13
10/22/15,1.30347E+13,5.11796E+12,1.81527E+13
10/21/15,1.30428E+13,5.10987E+12,1.81526E+13
10/20/15,1.30338E+13,5.11885E+12,1.81527E+13
10/19/15,1.3035E+13,5.11771E+12,1.81527E+13
10/16/15,1.30404E+13,5.11227E+12,1.81527E+13
10/15/15,1.30438E+13,5.10887E+12,1.81527E+13
10/14/15,1.30464E+13,5.10405E+12,1.81505E+13
10/13/15,1.30465E+13,5.10397E+12,1.81505E+13
10/9/15,1.30468E+13,5.10375E+12,1.81505E+13
10/8/15,1.30467E+13,5.10384E+12,1.81505E+13
10/7/15,1.306E+13,5.09057E+12,1.81505E+13
10/6/15,1.30598E+13,5.09074E+12,1.81506E+13
10/5/15,1.306E+13,5.0906E+12,1.81506E+13
10/2/15,1.30614E+13,5.08919E+12,1.81506E+13
10/1/15,1.30593E+13,5.09135E+12,1.81506E+13
9/30/15,1.31238E+13,5.02677E+12,1.81506E+13
9/29/15,1.31387E+13,5.01236E+12,1.8151E+13
9/28/15,1.31427E+13,5.00829E+12,1.8151E+13
9/25/15,1.31426E+13,5.00847E+12,1.81511E+13
9/24/15,1.31403E+13,5.01077E+12,1.81511E+13
9/23/15,1.31449E+13,5.00614E+12,1.81511E+13
9/22/15,1.31363E+13,5.01483E+12,1.81511E+13
9/21/15,1.31434E+13,5.00766E+12,1.81511E+13
9/18/15,1.31465E+13,5.00462E+12,1.81511E+13
9/17/15,1.31456E+13,5.00551E+12,1.81511E+13
9/16/15,1.31532E+13,4.99785E+12,1.8151E+13
9/15/15,1.31451E+13,5.00597E+12,1.8151E+13
9/14/15,1.31548E+13,4.99628E+12,1.81511E+13
9/11/15,1.31569E+13,4.99417E+12,1.81511E+13
9/10/15,1.31567E+13,4.99436E+12,1.81511E+13
9/9/15,1.31562E+13,4.99486E+12,1.81511E+13
9/8/15,1.31474E+13,5.00371E+12,1.81511E+13
9/4/15,1.31517E+13,4.99949E+12,1.81511E+13
9/3/15,1.31518E+13,4.99939E+12,1.81512E+13
9/2/15,1.31429E+13,5.00823E+12,1.81511E+13
9/1/15,1.31429E+13,5.0082E+12,1.81511E+13
8/31/15,1.31198E+13,5.0314E+12,1.81512E+13
8/28/15,1.31282E+13,5.02304E+12,1.81512E+13
8/27/15,1.31239E+13,5.02733E+12,1.81512E+13
8/26/15,1.31255E+13,5.02572E+12,1.81512E+13
8/25/15,1.31132E+13,5.03809E+12,1.81512E+13
8/24/15,1.31203E+13,5.03099E+12,1.81513E+13
8/21/15,1.31211E+13,5.03018E+12,1.81513E+13
8/20/15,1.31213E+13,5.03E+12,1.81513E+13
8/19/15,1.31237E+13,5.02744E+12,1.81512E+13
8/18/15,1.31113E+13,5.0399E+12,1.81512E+13
8/17/15,1.31217E+13,5.02949E+12,1.81512E+13
8/14/15,1.31277E+13,5.0235E+12,1.81512E+13
8/13/15,1.31261E+13,5.02513E+12,1.81512E+13
8/12/15,1.3128E+13,5.02327E+12,1.81512E+13
8/11/15,1.31162E+13,5.03504E+12,1.81512E+13
8/10/15,1.31209E+13,5.03032E+12,1.81512E+13
8/7/15,1.31339E+13,5.01736E+12,1.81513E+13
8/6/15,1.31333E+13,5.01797E+12,1.81513E+13
8/5/15,1.31392E+13,5.01205E+12,1.81513E+13
8/4/15,1.31399E+13,5.01141E+12,1.81513E+13
8/3/15,1.31542E+13,4.99708E+12,1.81513E+13
7/31/15,1.3135E+13,5.01628E+12,1.81513E+13
7/30/15,1.3115E+13,5.03682E+12,1.81519E+13
7/29/15,1.30946E+13,5.05723E+12,1.81518E+13
7/28/15,1.30939E+13,5.058E+12,1.81519E+13
7/27/15,1.3098E+13,5.05391E+12,1.81519E+13
7/24/15,1.30999E+13,5.05194E+12,1.81519E+13
7/23/15,1.30998E+13,5.05213E+12,1.81519E+13
7/22/15,1.31011E+13,5.05075E+12,1.81518E+13
7/21/15,1.30889E+13,5.06291E+12,1.81518E+13
7/20/15,1.30944E+13,5.05741E+12,1.81518E+13
7/17/15,1.30972E+13,5.05466E+12,1.81519E+13
7/16/15,1.30991E+13,5.0528E+12,1.81519E+13
7/15/15,1.31065E+13,5.04533E+12,1.81519E+13
7/14/15,1.30969E+13,5.05496E+12,1.81519E+13
7/13/15,1.31012E+13,5.05065E+12,1.81519E+13
7/10/15,1.31036E+13,5.04829E+12,1.81519E+13
7/9/15,1.31026E+13,5.04932E+12,1.81519E+13
7/8/15,1.31063E+13,5.04564E+12,1.81519E+13
7/7/15,1.30936E+13,5.05829E+12,1.81519E+13
7/6/15,1.3101E+13,5.051E+12,1.8152E+13
7/3/15,1.31032E+13,5.0488E+12,1.8152E+13
7/2/15,1.31059E+13,5.04609E+12,1.8152E+13
7/1/15,1.30937E+13,5.05832E+12,1.8152E+13
6/30/15,1.30764E+13,5.07558E+12,1.8152E+13
6/29/15,1.30708E+13,5.08183E+12,1.81527E+13
6/26/15,1.30708E+13,5.08187E+12,1.81527E+13
6/25/15,1.30719E+13,5.08077E+12,1.81527E+13
6/24/15,1.30712E+13,5.08144E+12,1.81526E+13
6/23/15,1.30595E+13,5.09311E+12,1.81526E+13
6/22/15,1.30683E+13,5.08433E+12,1.81527E+13
6/19/15,1.30721E+13,5.08055E+12,1.81527E+13
6/18/15,1.30712E+13,5.08145E+12,1.81527E+13
6/17/15,1.30735E+13,5.07915E+12,1.81527E+13
6/16/15,1.30674E+13,5.08532E+12,1.81527E+13
6/15/15,1.30752E+13,5.07753E+12,1.81527E+13
6/12/15,1.30818E+13,5.07093E+12,1.81527E+13
6/11/15,1.30824E+13,5.07039E+12,1.81528E+13
6/10/15,1.30853E+13,5.06741E+12,1.81528E+13
6/9/15,1.30688E+13,5.08395E+12,1.81528E+13
6/8/15,1.30749E+13,5.0779E+12,1.81528E+13
6/5/15,1.30802E+13,5.07266E+12,1.81528E+13
6/4/15,1.30787E+13,5.07409E+12,1.81528E+13
6/3/15,1.30826E+13,5.07024E+12,1.81528E+13
6/2/15,1.3066E+13,5.08687E+12,1.81528E+13
6/1/15,1.30736E+13,5.07926E+12,1.81528E+13
5/29/15,1.30527E+13,5.10015E+12,1.81529E+13
5/28/15,1.30547E+13,5.09772E+12,1.81524E+13
5/27/15,1.30525E+13,5.09984E+12,1.81523E+13
5/26/15,1.30463E+13,5.10601E+12,1.81523E+13
5/22/15,1.30501E+13,5.1023E+12,1.81524E+13
5/21/15,1.30494E+13,5.103E+12,1.81524E+13
5/20/15,1.30512E+13,5.10114E+12,1.81524E+13
5/19/15,1.30399E+13,5.11247E+12,1.81524E+13
5/18/15,1.30496E+13,5.10277E+12,1.81524E+13
5/15/15,1.3053E+13,5.09941E+12,1.81524E+13
5/14/15,1.30539E+13,5.09853E+12,1.81524E+13
5/13/15,1.30566E+13,5.09581E+12,1.81524E+13
5/12/15,1.30442E+13,5.1082E+12,1.81524E+13
5/11/15,1.30503E+13,5.10211E+12,1.81525E+13
5/8/15,1.30538E+13,5.09867E+12,1.81525E+13
5/7/15,1.30572E+13,5.09535E+12,1.81525E+13
5/6/15,1.30622E+13,5.09033E+12,1.81525E+13
5/5/15,1.30652E+13,5.08731E+12,1.81525E+13
5/4/15,1.30745E+13,5.07799E+12,1.81525E+13
5/1/15,1.3089E+13,5.0635E+12,1.81525E+13
4/30/15,1.30537E+13,5.09888E+12,1.81526E+13
4/29/15,1.30513E+13,5.10056E+12,1.81519E+13
4/28/15,1.30486E+13,5.10335E+12,1.81519E+13
4/27/15,1.30541E+13,5.09779E+12,1.81519E+13
4/24/15,1.30581E+13,5.09383E+12,1.81519E+13
4/23/15,1.30593E+13,5.09263E+12,1.81519E+13
4/22/15,1.30666E+13,5.08531E+12,1.81519E+13
4/21/15,1.30596E+13,5.0924E+12,1.8152E+13
4/20/15,1.30672E+13,5.08481E+12,1.8152E+13
4/17/15,1.30743E+13,5.07772E+12,1.8152E+13
4/16/15,1.30773E+13,5.07467E+12,1.8152E+13
4/15/15,1.30865E+13,5.06551E+12,1.8152E+13
4/14/15,1.3092E+13,5.05999E+12,1.8152E+13
