Date, Tri_Party_vol, GC_vol , Bilateral_vol , Tri_Party_rate , GC_rate , Bilateral_rate 
7/13/17,338,30,373,101,101,102.9865952
7/14/17,346,17,364,101,101,102.9972527
7/17/17,355,22,380,103,103,104.9921053
7/18/17,355,34,355,102,102,102
7/19/17,359,24,370,101,101,101
7/20/17,367,33,361,102,102,102
7/21/17,360,23,370,101,101,101
7/24/17,367,22,368,103,103,107.1141304
7/25/17,366,25,362,103,103,105.0801105
7/26/17,348,32,357,102,113.875,105.0644258
7/27/17,345,29,371,103,103,105.0080863
7/28/17,325,27,361,102,102,103.9750693
7/31/17,329,17,409,104,104,111.3838631
8/1/17,347,30,390,102,102,103.9666667
8/2/17,352,18,378,101,101,101
8/3/17,363,21,379,101,101,101
8/4/17,363,16,367,101,101,101
8/7/17,368,13,371,101,101,101
8/8/17,362,11,374,101,101,101
8/9/17,369,13,367,101,101,101
8/10/17,376,12,383,102,102,104.0130548
8/11/17,373,8,396,103,103,106.9242424
8/14/17,375,14,407,103,103,112.7788698
8/15/17,375,21,408,105,105,116.8235294
8/16/17,378,26,376,103,103,115.4468085
8/17/17,385,14,394,103,103,115.0761421
8/18/17,376,16,407,103,103,108.8894349
8/21/17,368,28,392,102,102,106.0204082
8/22/17,363,28,371,101,101,103.0539084
8/23/17,365,22,367,101,101,103.0544959
8/24/17,366,13,384,104,104,111.9479167
8/25/17,367,15,393,103,103,106.9440204
8/28/17,363,10,396,103,103,106.8838384
8/29/17,357,15,399,102,102,103.9323308
8/30/17,355,11,381,102,102,103.9606299
8/31/17,329,8,424,106,106,120.3584906
9/1/17,364,9,409,104,104,113.5599022
9/5/17,356,11,414,103,103,106.7729469
9/6/17,361,6,402,102,102,103.9129353
9/7/17,358,6,408,102,102,105.7843137
9/8/17,358,7,409,102,102,105.7848411
9/11/17,356,8,410,102,102,105.7756098
9/12/17,354,10,405,102,102,107.6962963
9/13/17,354,13,410,103,103,106.7902439
9/14/17,365,8,404,104,104,113.6163366
9/15/17,356,15,421,104,104,115.2874109
9/18/17,353,20,423,102,102,105.7635934
9/19/17,346,18,414,101,101,101
9/20/17,341,15,389,101,101,101
9/21/17,347,26,410,101,101,101
9/22/17,328,21,400,102,102,102
9/25/17,330,10,403,101,101,101
9/26/17,320,16,402,101,101,101
9/27/17,296,13,394,101,101,101
9/28/17,300,7,408,101,101,101
9/29/17,265,15,408,105,105,113.4313725
10/2/17,311,12,470,102,102,103.687234
10/3/17,320,8,414,101,101,102.7922705
10/4/17,331,11,411,101,101,102.8321168
10/5/17,347,9,421,102,102,103.8456057
10/6/17,354,11,399,102,102,103.914787
10/10/17,342,9,430,102,102,103.8162791
10/11/17,346,12,420,102,102,103.852381
10/12/17,337,22,426,102,102,103.842723
10/13/17,342,13,415,101,101,102.8554217
10/16/17,352,14,428,103,103,108.5654206
10/17/17,350,14,408,103,103,106.7843137
10/18/17,333,26,399,103,103,106.7994987
10/19/17,346,16,406,103,103,106.7832512
10/20/17,342,23,393,104,119.8695652,110.7862595
10/23/17,333,24,427,104,118.875,110.5081967
10/24/17,332,17,411,104,104,109.5474453
10/25/17,342,13,420,103,103,106.6904762
10/26/17,331,12,418,104,104,109.4617225
10/27/17,329,18,433,103,103,106.6027714
10/30/17,337,17,414,102,102,107.5652174
10/31/17,327,12,455,105,105,113.7252747
11/1/17,344,16,432,103,103,112.1666667
11/2/17,334,13,436,104,104,114.7752294
11/3/17,334,16,417,104,104,115.0359712
11/6/17,331,16,429,103,103,115.6620047
11/7/17,332,16,414,103,103,108.5217391
11/8/17,333,13,428,103,103,112.0420561
11/9/17,337,15,432,104,104,114.8888889
11/10/17,338,19,411,104,104,113.3430657
11/13/17,340,14,433,104,104,114.9053118
11/14/17,344,21,428,104,104,115.1168224
11/15/17,349,14,433,107,107,123.5450346
11/16/17,344,12,450,108,108,124.12
11/17/17,343,22,465,106,106,120.2795699
11/20/17,341,18,471,105,105,115.5732484
11/21/17,339,19,441,103,103,110.2471655
11/22/17,332,17,418,103,103,104.8349282
11/24/17,336,13,413,105,105,110.535109
11/27/17,344,17,467,104,104,111.0920771
11/28/17,342,14,457,103,103,106.5579869
11/29/17,351,13,425,101,101,101
11/30/17,347,20,456,103,103,112.0241228
12/1/17,351,15,476,102,102,105.5378151
12/4/17,341,15,451,101,101,104.578714
12/5/17,347,18,451,103,103,110.2372506
12/6/17,341,14,441,104,104,109.414966
12/7/17,339,16,440,104,104,109.4204545
12/8/17,343,19,443,102,102,107.4514673
12/11/17,350,9,458,102,102,105.5676856
12/12/17,354,10,467,102,102,105.5588865
12/13/17,352,24,456,103,103,106.6491228
12/14/17,354,19,463,128,128,133.4168467
12/15/17,358,15,452,130,130,139.1261062
12/18/17,357,17,461,130,130,137.2451193
12/19/17,356,22,429,130,130,139.4055944
12/20/17,345,21,426,130,130,137.4366197
12/21/17,341,21,441,132,132,137.462585
12/22/17,329,22,414,133,133,140.3913043
12/26/17,323,20,462,133,133,139.969697
12/27/17,321,18,421,133,133,140.2209026
12/28/17,316,19,430,133,133,140.1162791
12/29/17,286,27,409,138,138,153.8875306
1/2/18,329,27,469,134,134,144.554371
1/3/18,335,21,464,134,134,144.6034483
1/4/18,348,11,462,135,135,145.6623377
1/5/18,362,12,427,130,130,137.5035129
1/8/18,370,14,456,129,129,136.3684211
1/9/18,376,18,430,127,127,132.7488372
1/10/18,377,18,438,126,126,129.803653
1/11/18,373,29,433,128,128,137.6420323
1/12/18,379,24,396,130,130,142.1060606
1/16/18,371,21,436,133,133,148.1926606
1/17/18,380,16,435,131,131,144.3724138
1/18/18,381,18,430,129,129,140.5674419
1/19/18,379,20,433,128,128,133.7644342
1/22/18,376,14,442,127,127,132.6470588
1/23/18,374,22,412,127,127,132.8834951
1/24/18,376,20,429,130,130,139.6153846
1/25/18,380,17,421,130,130,139.7149644
1/26/18,375,12,429,130,130,139.5104895
1/29/18,365,13,444,129,129,136.4054054
1/30/18,372,14,419,129,129,134.7637232
1/31/18,371,16,468,134,134,141.3076923
2/1/18,371,15,469,129,129,134.4690832
2/2/18,374,12,431,129,129,132.7911833
2/5/18,370,11,460,129,129,132.6565217
2/6/18,368,14,436,127,127,128.8761468
2/7/18,384,16,423,127,127,128.9456265
2/8/18,385,10,452,129,129,134.6216814
2/9/18,384,14,430,129,129,134.7767442
2/12/18,386,14,432,128,128,133.7777778
2/13/18,381,10,424,129,129,132.8443396
2/14/18,392,17,408,128,128,132.004902
2/15/18,386,10,451,134,134,139.6341463
2/16/18,387,12,441,134,134,139.7142857
2/20/18,388,17,463,132,132,135.74946
2/21/18,390,15,434,130,130,133.8663594
2/22/18,381,17,453,132,132,133.8785872
2/23/18,387,18,426,133,133,136.9014085
2/26/18,384,14,440,132,132,135.8090909
2/27/18,382,13,426,133,133,136.8544601
2/28/18,381,14,470,136,136,141.5212766
3/1/18,373,24,457,138,138,145.4748359
3/2/18,375,14,438,138,138,149.3287671
3/5/18,381,14,494,138,138,145.1983806
3/6/18,380,13,449,138,138,143.6258352
3/7/18,396,11,435,138,138,141.8712644
3/8/18,392,19,448,141,141,148.6696429
3/9/18,380,24,426,140,140,147.7934272
3/12/18,383,23,460,140,140,145.6478261
3/13/18,382,19,461,140,140,143.7396963
3/14/18,368,18,453,140,140,145.5562914
3/15/18,389,29,495,150,150,155.5333333
3/16/18,391,16,452,147,147,150.800885
3/19/18,389,17,447,145,145,150.7248322
3/20/18,393,22,443,147,147,148.9367946
3/21/18,401,14,453,147,147,147
3/22/18,394,14,467,164,164,169.620985
3/23/18,390,16,434,168,168,171.8709677
3/26/18,393,17,447,170,170,171.917226
3/27/18,367,13,424,170,170,173.7924528
3/28/18,355,23,420,170,170,173.8
3/29/18,343,26,402,179,179,180.9179104
