Date,SOFR,,,,
2/13/19,2.38,,,,
2/14/19,2.39,,,,
2/15/19,2.43,,,,
2/18/19,.,,,,
2/19/19,2.4,,,,
2/20/19,2.39,,,,
2/21/19,2.39,,,,
2/22/19,2.4,,,,
2/25/19,2.38,,,,
2/26/19,2.38,,,,
2/27/19,2.37,,,,
2/28/19,2.58,,,,
3/1/19,2.38,,,,
3/4/19,2.38,,,,
3/5/19,2.38,,,,
3/6/19,2.38,,,,
3/7/19,2.38,,,,
3/8/19,2.39,,,,
3/11/19,2.38,,,,
3/12/19,2.39,,,,
3/13/19,2.4,,,,
3/14/19,2.42,,,,
3/15/19,2.46,,,,
3/18/19,2.41,,,,
3/19/19,2.42,,,,
3/20/19,2.47,,,,
3/21/19,2.44,,,,
3/22/19,2.4,,,,
3/25/19,2.4,,,,
3/26/19,2.4,,,,
3/27/19,2.4,,,,
3/28/19,2.43,,,,
3/29/19,2.65,,,,
4/1/19,2.46,,,,
4/2/19,2.46,,,,
4/3/19,2.47,,,,
4/4/19,2.46,,,,
4/5/19,2.46,,,,
4/8/19,2.46,,,,
4/9/19,2.45,,,,
4/10/19,2.45,,,,
4/11/19,2.44,,,,
4/12/19,2.44,,,,
4/15/19,2.47,,,,
4/16/19,2.47,,,,
4/17/19,2.5,,,,
4/18/19,2.5,,,,
4/19/19,.,,,,
4/22/19,2.46,,,,
4/23/19,2.46,,,,
4/24/19,2.44,,,,
4/25/19,2.45,,,,
4/26/19,2.46,,,,
4/29/19,2.48,,,,
4/30/19,2.76,,,,
5/1/19,2.54,,,,
5/2/19,2.5,,,,
5/3/19,2.43,,,,
5/6/19,2.42,,,,
5/7/19,2.44,,,,
5/8/19,2.43,,,,
5/9/19,2.41,,,,
5/10/19,2.4,,,,
5/13/19,2.38,,,,
5/14/19,2.39,,,,
5/15/19,2.48,,,,
5/16/19,2.43,,,,
5/17/19,2.42,,,,
5/20/19,2.39,,,,
5/21/19,2.38,,,,
5/22/19,2.37,,,,
5/23/19,2.37,,,,
5/24/19,2.37,,,,
5/27/19,.,,,,
5/28/19,2.41,,,,
5/29/19,2.4,,,,
5/30/19,2.4,,,,
5/31/19,2.49,,,,
6/3/19,2.4,,,,
6/4/19,2.39,,,,
6/5/19,2.4,,,,
6/6/19,2.4,,,,
6/7/19,2.39,,,,
6/10/19,2.39,,,,
6/11/19,2.38,,,,
6/12/19,2.37,,,,
6/13/19,2.35,,,,
6/14/19,2.35,,,,
6/17/19,2.41,,,,
6/18/19,2.39,,,,
6/19/19,2.36,,,,
6/20/19,2.36,,,,
6/21/19,2.37,,,,
6/24/19,2.39,,,,
6/25/19,2.41,,,,
6/26/19,2.43,,,,
6/27/19,2.42,,,,
6/28/19,2.5,,,,
7/1/19,2.42,,,,
7/2/19,2.51,,,,
7/3/19,2.56,,,,
7/4/19,.,,,,
7/5/19,2.59,,,,
7/8/19,2.48,,,,
7/9/19,2.45,,,,
7/10/19,2.46,,,,
7/11/19,2.41,,,,
7/12/19,2.36,,,,
7/15/19,2.46,,,,
7/16/19,2.47,,,,
7/17/19,2.47,,,,
7/18/19,2.46,,,,
7/19/19,2.41,,,,
7/22/19,2.4,,,,
7/23/19,2.4,,,,
7/24/19,2.41,,,,
7/25/19,2.42,,,,
7/26/19,2.41,,,,
7/29/19,2.4,,,,
7/30/19,2.39,,,,
7/31/19,2.55,,,,
8/1/19,2.19,,,,
8/2/19,2.19,,,,
8/5/19,2.13,,,,
8/6/19,2.11,,,,
8/7/19,2.1,,,,
8/8/19,2.09,,,,
8/9/19,2.11,,,,
8/12/19,2.12,,,,
8/13/19,2.16,,,,
8/14/19,2.13,,,,
8/15/19,2.18,,,,
8/16/19,2.13,,,,
8/19/19,2.11,,,,
8/20/19,2.13,,,,
8/21/19,2.1,,,,
8/22/19,2.09,,,,
8/23/19,2.1,,,,
8/26/19,2.1,,,,
8/27/19,2.15,,,,
8/28/19,2.12,,,,
8/29/19,2.12,,,,
8/30/19,2.16,,,,
9/2/19,.,,,,
9/3/19,2.17,,,,
9/4/19,2.21,,,,
9/5/19,2.21,,,,
9/6/19,2.15,,,,
9/9/19,2.12,,,,
9/10/19,2.14,,,,
9/11/19,2.15,,,,
9/12/19,2.2,,,,
9/13/19,2.2,,,,
9/16/19,2.43,,,,
9/17/19,5.25,,,,
9/18/19,2.55,,,,
9/19/19,1.95,,,,
9/20/19,1.86,,,,
9/23/19,1.85,,,,
9/24/19,1.96,,,,
9/25/19,2.01,,,,
9/26/19,1.85,,,,
9/27/19,1.82,,,,
9/30/19,2.35,,,,
10/1/19,1.88,,,,
10/2/19,1.85,,,,
10/3/19,1.84,,,,
10/4/19,1.82,,,,
10/7/19,1.83,,,,
10/8/19,1.85,,,,
10/9/19,1.85,,,,
10/10/19,1.85,,,,
10/11/19,1.85,,,,
10/14/19,.,,,,
10/15/19,2,,,,
10/16/19,2.05,,,,
10/17/19,1.95,,,,
10/18/19,1.88,,,,
10/21/19,1.86,,,,
10/22/19,1.87,,,,
10/23/19,1.87,,,,
10/24/19,1.86,,,,
10/25/19,1.84,,,,
10/28/19,1.82,,,,
10/29/19,1.81,,,,
10/30/19,1.82,,,,
10/31/19,1.76,,,,
11/1/19,1.58,,,,
11/4/19,1.56,,,,
11/5/19,1.58,,,,
11/6/19,1.57,,,,
11/7/19,1.56,,,,
11/8/19,1.56,,,,
11/11/19,.,,,,
11/12/19,1.57,,,,
11/13/19,1.57,,,,
11/14/19,1.58,,,,
11/15/19,1.59,,,,
11/18/19,1.56,,,,
11/19/19,1.57,,,,
11/20/19,1.57,,,,
11/21/19,1.58,,,,
11/22/19,1.58,,,,
11/25/19,1.56,,,,
11/26/19,1.54,,,,
11/27/19,1.55,,,,
11/28/19,.,,,,
11/29/19,1.65,,,,
12/2/19,1.63,,,,
12/3/19,1.55,,,,
12/4/19,1.54,,,,
12/5/19,1.55,,,,
12/6/19,1.55,,,,
12/9/19,1.56,,,,
12/10/19,1.55,,,,
12/11/19,1.54,,,,
12/12/19,1.53,,,,
12/13/19,1.54,,,,
12/16/19,1.62,,,,
12/17/19,1.54,,,,
12/18/19,1.53,,,,
12/19/19,1.53,,,,
12/20/19,1.53,,,,
12/23/19,1.52,,,,
12/24/19,1.52,,,,
12/25/19,.,,,,
12/26/19,1.52,,,,
12/27/19,1.53,,,,
12/30/19,1.54,,,,
12/31/19,1.55,,,,
1/1/20,.,,,,
1/2/20,1.54,,,,
1/3/20,1.55,,,,
1/6/20,1.55,,,,
1/7/20,1.56,,,,
1/8/20,1.55,,,,
1/9/20,1.55,,,,
1/10/20,1.55,,,,
1/13/20,1.54,,,,
1/14/20,1.55,,,,
1/15/20,1.56,,,,
1/16/20,1.55,,,,
1/17/20,1.54,,,,
1/20/20,.,,,,
1/21/20,1.54,,,,
1/22/20,1.54,,,,
1/23/20,1.54,,,,
1/24/20,1.53,,,,
1/27/20,1.53,,,,
1/28/20,1.53,,,,
1/29/20,1.53,,,,
1/30/20,1.58,,,,
1/31/20,1.6,,,,
2/3/20,1.59,,,,
2/4/20,1.6,,,,
2/5/20,1.59,,,,
2/6/20,1.59,,,,
2/7/20,1.58,,,,
2/10/20,1.58,,,,
2/11/20,1.58,,,,
2/12/20,1.57,,,,
2/13/20,1.57,,,,
2/14/20,1.58,,,,
2/17/20,.,,,,
2/18/20,1.6,,,,
2/19/20,1.59,,,,
2/20/20,1.6,,,,
2/21/20,1.58,,,,
2/24/20,1.58,,,,
2/25/20,1.59,,,,
2/26/20,1.58,,,,
2/27/20,1.58,,,,
2/28/20,1.6,,,,
3/2/20,1.59,,,,
3/3/20,1.64,,,,
3/4/20,1.23,,,,
3/5/20,1.12,,,,
3/6/20,1.1,,,,
3/9/20,1.09,,,,
3/10/20,1.11,,,,
3/11/20,1.15,,,,
3/12/20,1.2,,,,
3/13/20,1.1,,,,
3/16/20,0.26,,,,
3/17/20,0.54,,,,
3/18/20,0.1,,,,
3/19/20,0.06,,,,
3/20/20,0.04,,,,
3/23/20,0.02,,,,
3/24/20,0.01,,,,
3/25/20,0.01,,,,
3/26/20,0.01,,,,
3/27/20,0.01,,,,
3/30/20,0.01,,,,
3/31/20,0.01,,,,
4/1/20,0.01,,,,
4/2/20,0.01,,,,
4/3/20,0.01,,,,
4/6/20,0.01,,,,
4/7/20,0.01,,,,
4/8/20,0.01,,,,
4/9/20,0.01,,,,
4/10/20,.,,,,
4/13/20,0.02,,,,
4/14/20,0.06,,,,
4/15/20,0.03,,,,
4/16/20,0.03,,,,
4/17/20,0.03,,,,
4/20/20,0.02,,,,
4/21/20,0.01,,,,
4/22/20,0.01,,,,
4/23/20,0.01,,,,
4/24/20,0.03,,,,
4/27/20,0.03,,,,
4/28/20,0.01,,,,
4/29/20,0.01,,,,
4/30/20,0.04,,,,
5/1/20,0.03,,,,
5/4/20,0.05,,,,
5/5/20,0.05,,,,
5/6/20,0.05,,,,
5/7/20,0.05,,,,
5/8/20,0.06,,,,
5/11/20,0.06,,,,
5/12/20,0.06,,,,
5/13/20,0.04,,,,
5/14/20,0.02,,,,
5/15/20,0.05,,,,
5/18/20,0.04,,,,
5/19/20,0.04,,,,
5/20/20,0.01,,,,
5/21/20,0.02,,,,
5/22/20,0.04,,,,
5/25/20,.,,,,
5/26/20,0.06,,,,
5/27/20,0.06,,,,
5/28/20,0.06,,,,
5/29/20,0.06,,,,
6/1/20,0.06,,,,
6/2/20,0.07,,,,
6/3/20,0.06,,,,
6/4/20,0.07,,,,
6/5/20,0.07,,,,
6/8/20,0.07,,,,
6/9/20,0.08,,,,
6/10/20,0.07,,,,
6/11/20,0.08,,,,
6/12/20,0.08,,,,
6/15/20,0.09,,,,
6/16/20,0.09,,,,
6/17/20,0.09,,,,
6/18/20,0.09,,,,
6/19/20,0.09,,,,
6/22/20,0.08,,,,
6/23/20,0.07,,,,
6/24/20,0.08,,,,
6/25/20,0.09,,,,
6/26/20,0.08,,,,
6/29/20,0.08,,,,
6/30/20,0.1,,,,
7/1/20,0.11,,,,
7/2/20,0.11,,,,
7/3/20,.,,,,
7/6/20,0.1,,,,
7/7/20,0.1,,,,
7/8/20,0.1,,,,
7/9/20,0.1,,,,
7/10/20,0.1,,,,
7/13/20,0.1,,,,
7/14/20,0.11,,,,
7/15/20,0.13,,,,
7/16/20,0.12,,,,
7/17/20,0.12,,,,
7/20/20,0.12,,,,
7/21/20,0.11,,,,
7/22/20,0.1,,,,
7/23/20,0.1,,,,
7/24/20,0.1,,,,
7/27/20,0.1,,,,
7/28/20,0.1,,,,
7/29/20,0.09,,,,
7/30/20,0.1,,,,
7/31/20,0.1,,,,
8/3/20,0.1,,,,
8/4/20,0.09,,,,
8/5/20,0.09,,,,
8/6/20,0.09,,,,
8/7/20,0.09,,,,
8/10/20,0.09,,,,
8/11/20,0.1,,,,
8/12/20,0.09,,,,
8/13/20,0.09,,,,
8/14/20,0.09,,,,
8/17/20,0.1,,,,
8/18/20,0.09,,,,
8/19/20,0.09,,,,
8/20/20,0.07,,,,
8/21/20,0.07,,,,
8/24/20,0.08,,,,
8/25/20,0.08,,,,
8/26/20,0.07,,,,
8/27/20,0.07,,,,
8/28/20,0.07,,,,
8/31/20,0.09,,,,
9/1/20,0.09,,,,
9/2/20,0.09,,,,
9/3/20,0.1,,,,
9/4/20,0.09,,,,
9/7/20,.,,,,
9/8/20,0.09,,,,
9/9/20,0.09,,,,
9/10/20,0.09,,,,
9/11/20,0.09,,,,
9/14/20,0.09,,,,
9/15/20,0.1,,,,
9/16/20,0.1,,,,
9/17/20,0.1,,,,
9/18/20,0.09,,,,
9/21/20,0.08,,,,
9/22/20,0.07,,,,
9/23/20,0.06,,,,
9/24/20,0.07,,,,
9/25/20,0.08,,,,
9/28/20,0.08,,,,
9/29/20,0.07,,,,
9/30/20,0.08,,,,
10/1/20,0.08,,,,
10/2/20,0.1,,,,
10/5/20,0.09,,,,
10/6/20,0.1,,,,
10/7/20,0.09,,,,
10/8/20,0.08,,,,
10/9/20,0.09,,,,
10/12/20,.,,,,
10/13/20,0.09,,,,
10/14/20,0.09,,,,
10/15/20,0.1,,,,
10/16/20,0.09,,,,
10/19/20,0.09,,,,
10/20/20,0.08,,,,
10/21/20,0.07,,,,
10/22/20,0.07,,,,
10/23/20,0.08,,,,
10/26/20,0.09,,,,
10/27/20,0.09,,,,
10/28/20,0.08,,,,
10/29/20,0.09,,,,
10/30/20,0.09,,,,
11/2/20,0.11,,,,
11/3/20,0.1,,,,
11/4/20,0.1,,,,
11/5/20,0.11,,,,
11/6/20,0.1,,,,
11/9/20,0.1,,,,
11/10/20,0.1,,,,
11/11/20,.,,,,
11/12/20,0.09,,,,
11/13/20,0.09,,,,
11/16/20,0.1,,,,
11/17/20,0.09,,,,
11/18/20,0.07,,,,
11/19/20,0.06,,,,
11/20/20,0.05,,,,
11/23/20,0.05,,,,
11/24/20,0.07,,,,
11/25/20,0.08,,,,
11/26/20,.,,,,
11/27/20,0.08,,,,
11/30/20,0.09,,,,
12/1/20,0.08,,,,
12/2/20,0.08,,,,
12/3/20,0.08,,,,
12/4/20,0.09,,,,
12/7/20,0.08,,,,
12/8/20,0.07,,,,
12/9/20,0.08,,,,
12/10/20,0.08,,,,
12/11/20,0.08,,,,
12/14/20,0.08,,,,
12/15/20,0.09,,,,
12/16/20,0.09,,,,
12/17/20,0.09,,,,
12/18/20,0.09,,,,
12/21/20,0.09,,,,
12/22/20,0.07,,,,
12/23/20,0.06,,,,
12/24/20,0.08,,,,
12/25/20,.,,,,
12/28/20,0.09,,,,
12/29/20,0.1,,,,
12/30/20,0.09,,,,
12/31/20,0.07,,,,
1/1/21,.,,,,
1/4/21,0.1,,,,
1/5/21,0.11,,,,
1/6/21,0.1,,,,
1/7/21,0.1,,,,
1/8/21,0.09,,,,
1/11/21,0.09,,,,
1/12/21,0.08,,,,
1/13/21,0.08,,,,
1/14/21,0.08,,,,
1/15/21,0.08,,,,
1/18/21,.,,,,
1/19/21,0.07,,,,
1/20/21,0.06,,,,
1/21/21,0.04,,,,
1/22/21,0.05,,,,
1/25/21,0.06,,,,
1/26/21,0.03,,,,
1/27/21,0.03,,,,
1/28/21,0.04,,,,
1/29/21,0.06,,,,
2/1/21,0.07,,,,
2/2/21,0.07,,,,
2/3/21,0.07,,,,
2/4/21,0.05,,,,
2/5/21,0.02,,,,
2/8/21,0.02,,,,
2/9/21,0.05,,,,
2/10/21,0.06,,,,
2/11/21,0.06,,,,
2/12/21,0.05,,,,
2/15/21,.,,,,
2/16/21,0.06,,,,
2/17/21,0.06,,,,
2/18/21,0.03,,,,
2/19/21,0.02,,,,
2/22/21,0.03,,,,
2/23/21,0.01,,,,
2/24/21,0.02,,,,
2/25/21,0.03,,,,
2/26/21,0.01,,,,
3/1/21,0.02,,,,
3/2/21,0.04,,,,
3/3/21,0.04,,,,
3/4/21,0.02,,,,
3/5/21,0.02,,,,
3/8/21,0.02,,,,
3/9/21,0.02,,,,
3/10/21,0.02,,,,
3/11/21,0.01,,,,
3/12/21,0.01,,,,
3/15/21,0.01,,,,
3/16/21,0.01,,,,
3/17/21,0.01,,,,
3/18/21,0.01,,,,
3/19/21,0.01,,,,
3/22/21,0.01,,,,
3/23/21,0.01,,,,
3/24/21,0.01,,,,
3/25/21,0.01,,,,
3/26/21,0.01,,,,
3/29/21,0.01,,,,
3/30/21,0.01,,,,
3/31/21,0.01,,,,
4/1/21,0.01,,,,
4/2/21,.,,,,
4/5/21,0.01,,,,
4/6/21,0.01,,,,
4/7/21,0.01,,,,
4/8/21,0.01,,,,
4/9/21,0.01,,,,
4/12/21,0.01,,,,
4/13/21,0.01,,,,
4/14/21,0.01,,,,
4/15/21,0.01,,,,
4/16/21,0.01,,,,
4/19/21,0.01,,,,
4/20/21,0.01,,,,
4/21/21,0.01,,,,
4/22/21,0.01,,,,
4/23/21,0.01,,,,
4/26/21,0.01,,,,
4/27/21,0.01,,,,
4/28/21,0.01,,,,
4/29/21,0.01,,,,
4/30/21,0.01,,,,
5/3/21,0.01,,,,
5/4/21,0.01,,,,
5/5/21,0.01,,,,
5/6/21,0.01,,,,
5/7/21,0.01,,,,
5/10/21,0.01,,,,
5/11/21,0.01,,,,
5/12/21,0.01,,,,
5/13/21,0.01,,,,
5/14/21,0.01,,,,
5/17/21,0.01,,,,
5/18/21,0.01,,,,
5/19/21,0.01,,,,
5/20/21,0.01,,,,
5/21/21,0.01,,,,
5/24/21,0.01,,,,
5/25/21,0.01,,,,
5/26/21,0.01,,,,
5/27/21,0.01,,,,
5/28/21,0.01,,,,
5/31/21,.,,,,
6/1/21,0.01,,,,
6/2/21,0.01,,,,
6/3/21,0.01,,,,
6/4/21,0.01,,,,
6/7/21,0.01,,,,
6/8/21,0.01,,,,
6/9/21,0.01,,,,
6/10/21,0.01,,,,
6/11/21,0.01,,,,
6/14/21,0.01,,,,
6/15/21,0.01,,,,
6/16/21,0.01,,,,
6/17/21,0.05,,,,
6/18/21,0.05,,,,
6/21/21,0.05,,,,
6/22/21,0.05,,,,
6/23/21,0.05,,,,
6/24/21,0.05,,,,
6/25/21,0.05,,,,
6/28/21,0.05,,,,
6/29/21,0.05,,,,
6/30/21,0.05,,,,
7/1/21,0.05,,,,
7/2/21,0.05,,,,
7/5/21,.,,,,
7/6/21,0.05,,,,
7/7/21,0.05,,,,
7/8/21,0.05,,,,
7/9/21,0.05,,,,
7/12/21,0.05,,,,
7/13/21,0.05,,,,
7/14/21,0.05,,,,
7/15/21,0.05,,,,
7/16/21,0.05,,,,
7/19/21,0.05,,,,
7/20/21,0.05,,,,
7/21/21,0.05,,,,
7/22/21,0.05,,,,
7/23/21,0.05,,,,
7/26/21,0.05,,,,
7/27/21,0.05,,,,
7/28/21,0.05,,,,
7/29/21,0.05,,,,
7/30/21,0.05,,,,
8/2/21,0.05,,,,
8/3/21,0.05,,,,
8/4/21,0.05,,,,
8/5/21,0.05,,,,
8/6/21,0.05,,,,
8/9/21,0.05,,,,
8/10/21,0.05,,,,
8/11/21,0.05,,,,
8/12/21,0.05,,,,
8/13/21,0.05,,,,
8/16/21,0.05,,,,
8/17/21,0.05,,,,
8/18/21,0.05,,,,
8/19/21,0.05,,,,
8/20/21,0.05,,,,
8/23/21,0.05,,,,
8/24/21,0.05,,,,
8/25/21,0.05,,,,
8/26/21,0.05,,,,
8/27/21,0.05,,,,
8/30/21,0.05,,,,
8/31/21,0.05,,,,
9/1/21,0.05,,,,
9/2/21,0.05,,,,
9/3/21,0.05,,,,
9/6/21,.,,,,
9/7/21,0.05,,,,
9/8/21,0.05,,,,
9/9/21,0.05,,,,
9/10/21,0.05,,,,
9/13/21,0.05,,,,
9/14/21,0.05,,,,
9/15/21,0.05,,,,
9/16/21,0.05,,,,
9/17/21,0.05,,,,
9/20/21,0.05,,,,
9/21/21,0.05,,,,
9/22/21,0.05,,,,
9/23/21,0.05,,,,
9/24/21,0.05,,,,
9/27/21,0.05,,,,
9/28/21,0.05,,,,
9/29/21,0.05,,,,
9/30/21,0.05,,,,
10/1/21,0.05,,,,
10/4/21,0.05,,,,
10/5/21,0.05,,,,
10/6/21,0.05,,,,
10/7/21,0.05,,,,
10/8/21,0.05,,,,
10/11/21,.,,,,
10/12/21,0.05,,,,
10/13/21,0.05,,,,
10/14/21,0.05,,,,
10/15/21,0.05,,,,
10/18/21,0.05,,,,
10/19/21,0.03,,,,
10/20/21,0.03,,,,
10/21/21,0.03,,,,
10/22/21,0.05,,,,
10/25/21,0.04,,,,
10/26/21,0.05,,,,
10/27/21,0.05,,,,
10/28/21,0.05,,,,
10/29/21,0.05,,,,
11/1/21,0.05,,,,
11/2/21,0.05,,,,
11/3/21,0.05,,,,
11/4/21,0.05,,,,
11/5/21,0.05,,,,
11/8/21,0.05,,,,
11/9/21,0.05,,,,
11/10/21,0.05,,,,
