"date","Avg_USText","AvgUS_USText","AvgRoW_USText","Avg_USTextRP","AvgUS_USTextRP","AvgRoW_USTextRP"
2016-05-24,6.42955734538712,6.52958652582323,6.2294989845149,4.50509791248717,4.61777238829854,4.27974896086442
2016-05-25,6.43393899869732,6.81706669247809,5.66768361113578,4.44103615835264,4.83457798872063,3.65395249761667
2016-05-26,6.51429984490321,6.45587968360565,6.63114016749832,4.42870598713734,4.4792961830907,4.32752559523062
2016-05-27,6.68911219096151,6.64282666694873,6.78168323898707,4.53602181132543,4.5938994977945,4.42026643838727
2016-05-31,5.85799415516991,6.01404144059741,5.54589958431491,3.98506693115087,4.17114894355072,3.61290290635116
2016-06-01,6.16511924975352,6.02142435503112,6.45250903919834,4.23214550544766,4.19344151440267,4.30955348753765
2016-06-02,6.44869852669985,6.39824567008636,6.54960423992683,4.51285208766046,4.56804161893609,4.4024730251092
2016-06-03,6.46995727545721,6.51490191846491,6.38006798944182,4.52027033058578,4.62856623915014,4.30367851345706
2016-06-06,6.37802474475467,6.3426640037912,6.4487462266816,4.40528926399789,4.50038820651815,4.21509137895736
2016-06-07,6.26326473277707,6.2521360195868,6.2855221591576,4.38083006015138,4.5018306121768,4.13882895610053
2016-06-08,6.34115095473124,6.46243001842156,6.09859282735059,4.35806823418268,4.51913650362444,4.03593169529917
2016-06-09,6.66330539605648,6.84154391483394,6.30682835850156,4.60943339057853,4.88024147731024,4.06781721711509
2016-06-10,6.41038639627021,6.63443077464463,5.96229763952139,4.56613705513185,4.83124729598747,4.03591657342059
2016-06-13,6.4769725425224,6.94319546298038,5.54452670160644,4.63858005051922,5.11800334475543,3.67973346204678
2016-06-14,6.56395198879728,6.78995685118154,6.11194226402874,4.63908007117885,4.96208050460974,3.99307920431706
2016-06-15,6.4618244587966,6.6668056138425,6.05186214870479,4.54739743077779,4.84727541203694,3.9476414682595
2016-06-16,6.25671191332577,6.3371887853192,6.0957581693389,4.44747056744105,4.65626716934812,4.02987736362692
2016-06-17,6.74101941916319,6.78748260588823,6.64809304571313,4.68853006331973,4.85337639833155,4.35883739329608
2016-06-20,6.60618252547056,6.59199915377303,6.63454926886561,4.59072070546466,4.75229180354969,4.26757850929459
2016-06-21,6.7974650566512,6.72612321565421,6.94014873864517,4.67917866171186,4.85822860544185,4.32107877425187
2016-06-22,6.66852924525135,6.48799210568083,7.0296035243924,4.54296916100821,4.70208740445336,4.22473267411791
2016-06-23,7.01268771128658,6.71355835935503,7.61094641514968,4.82671315187962,4.9285833038744,4.62297284789006
2016-06-24,7.32324511134756,7.38023374539658,7.20926784324951,4.95589773399953,5.29031262905528,4.28706794388802
2016-06-27,6.77100509388683,6.71385687830954,6.88530152504143,4.65651645852896,4.86776607400058,4.23401722758571
2016-06-28,6.77287151116898,6.55252867001833,7.21355719347028,4.63254258538699,4.79126527689359,4.3150972023738
2016-06-29,6.61615311828854,6.3783446688444,7.09177001717683,4.52385117484045,4.64110970104053,4.28933412244028
2016-06-30,6.22962229176276,6.25483868915904,6.1791894969702,4.02598078204466,4.49071499667212,3.09651235278974
2016-07-01,6.48866329267248,6.50118620254206,6.46361747293332,4.49845198006647,4.6827884459405,4.12977904831841
2016-07-05,6.22002507379959,6.19539995280793,6.2692753157829,4.23259553717786,4.38524018312271,3.92730624528818
2016-07-06,6.3694580536102,6.51370669731784,6.08096076619491,4.32460602649343,4.57790145198535,3.81801517550959
2016-07-07,6.07964537442558,5.86249954600037,6.51393703127601,4.11803814747147,4.11407664182468,4.12596115876505
2016-07-08,6.07893444343466,5.88750990134048,6.46178352762304,4.1269942982378,4.11293245492216,4.15511798486909
2016-07-11,5.9707389630941,5.89185546494125,6.12850595939978,4.13728106468956,4.13975564927418,4.13233189552032
2016-07-12,6.26746768369142,5.85274273199831,7.09691758707763,4.41342191503526,4.16190729420363,4.91645115669853
2016-07-13,6.1699394729453,5.88848201671977,6.73285438539635,4.23107135805831,4.06986547638479,4.55348312140534
2016-07-14,6.24349292449914,5.78807957734904,7.15431961879933,4.3594506480257,4.04758874211549,4.9831744598461
2016-07-15,6.00510294176717,5.62311300303048,6.76908281924054,4.1676851208532,3.89935560659004,4.7043441493795
2016-07-18,6.15439506049506,5.90290943126264,6.6573663189599,4.27338028067544,4.07894086859968,4.66225910482696
2016-07-19,6.3003926413505,6.11116280945424,6.67885230514302,4.38042124338779,4.22280882404716,4.69564608206904
2016-07-20,6.19502673077457,5.99876157287467,6.58755704657438,4.26380698855102,4.13788642587651,4.51564811390004
2016-07-21,6.36877687745728,6.28360423124362,6.53912216988459,4.39983436151011,4.36121266381493,4.47707775690046
2016-07-22,6.1863882977513,6.17403361247643,6.21109766830103,4.29032525061307,4.27832590612045,4.3143239395983
2016-07-25,6.31661795411508,6.06227142242803,6.82531101748917,4.40262624465289,4.21684353349184,4.77419166697501
2016-07-26,6.06840919472809,5.86238133474522,6.48046491469381,4.19545273569624,4.06666244871642,4.45303330965589
2016-07-27,6.56915155040932,6.1395155772195,7.42842349678894,4.49434173098876,4.20808827374457,5.06684864547714
2016-07-28,6.3075792838869,5.95368907364385,7.01535970437298,4.31244935298079,4.12068920271604,4.69596965351029
2016-07-29,6.20197524838312,5.97199020191863,6.66194534131209,4.18964259277369,4.14716315195967,4.27460147440174
2016-08-01,6.07278833545395,5.82376088830083,6.57084322976018,4.07254946626528,3.95230976788108,4.31302886303366
2016-08-02,6.09213886704744,5.70641208059221,6.8635924399579,4.19557153621627,3.95092312684157,4.68486835496567
2016-08-03,6.22765975977686,5.91347317826805,6.85603292279447,4.30063051211264,4.05500807397221,4.79187538839349
2016-08-04,5.90438048538541,5.81260680190808,6.08792785234006,4.10782194942016,4.08279636109545,4.15787312606957
2016-08-05,5.93963428563561,5.65733557287436,6.5042317111581,4.13494689155106,3.96608726399896,4.47266614665524
2016-08-08,6.42378962230723,6.18436582749192,6.90263721193787,4.45967848769526,4.33454617782861,4.70994310742858
2016-08-09,6.39396261259784,6.0606415571764,7.06060472344072,4.53065617288459,4.28191692568966,5.02813466727445
2016-08-10,6.15791678161563,5.92052030187167,6.63270974110354,4.31025581192612,4.19858704953506,4.53359333670825
2016-08-11,5.96739778819994,5.76012189768342,6.38194956923298,4.21322476048706,4.11983672550054,4.40000083046012
2016-08-12,6.32791690172516,6.18283938171088,6.61807194175372,4.49287147436091,4.47642852899441,4.52575736509391
2016-08-15,6.44279186765922,6.33995398349174,6.64846763599418,4.55725896764769,4.5215998534978,4.62857719594747
2016-08-16,6.66200050563963,6.33887082984133,7.30825985723622,4.70271083149056,4.51733545844361,5.07346157758445
2016-08-17,7.05949190622108,6.72962016558891,7.71923538748543,4.97881229366525,4.78545119912879,5.36553448273818
2016-08-18,6.89974134067321,6.68092336849752,7.3373772850246,4.84056054591629,4.73487285141855,5.05193593491176
2016-08-19,6.90715829531978,6.59850851365994,7.52445785863946,4.91099281565979,4.69380233667478,5.34537377362979
2016-08-22,6.98527020803808,6.74812720608977,7.45955621193468,4.90598230181424,4.81201907348761,5.0939087584675
2016-08-23,6.96471159942852,6.68372769926936,7.52667939974685,4.95642230575356,4.74905456681424,5.3711577836322
2016-08-24,6.65364616676248,6.61057571378895,6.73978707270952,4.77492636450586,4.75829769472768,4.80818370406222
2016-08-25,6.73958785878622,6.07069841088209,8.07736675459449,4.77520367966105,4.35497606027896,5.61565891842521
2016-08-26,6.90405505929334,6.08881150433473,8.53454216921057,4.91697450521428,4.41233142533359,5.92626066497565
2016-08-29,6.84880834240385,5.88509092557972,8.77624317605212,4.8718260928293,4.25726999055328,6.10093829738136
2016-08-30,6.9583109522436,6.14533874432575,8.5842553680793,4.90171624839298,4.40331943752822,5.89850987012249
2016-08-31,6.53839099100674,5.9405832008597,7.73400657130082,4.53135037589346,4.21575924922448,5.16253262923142
2016-09-01,6.52284616725798,5.949748376552,7.66904174866994,4.5927129744963,4.20189977974324,5.37433936400242
2016-09-02,6.85468664347775,6.44345742325525,7.67714508392276,4.89356801016795,4.55775522743303,5.56519357563779
2016-09-06,6.78245145158668,6.3608216400201,7.62571107471983,4.76500913987599,4.41073102676061,5.47356536610674
2016-09-07,6.38108089044669,6.03684252875247,7.06955761383515,4.52014831071287,4.19944917637958,5.16154657937945
2016-09-08,6.37829149224386,6.17776378457702,6.77934690757754,4.52598445493686,4.35612858939732,4.86569618601594
2016-09-09,6.7012716916709,6.39492627543855,7.31396252413561,4.69732379541054,4.44854874203095,5.19487390216972
2016-09-12,6.37440023244954,6.18428849069931,6.75462371595,4.52049399815553,4.35260720967843,4.85626757510972
2016-09-13,6.62390440381059,6.30107369022945,7.26956583097286,4.71258479045803,4.41540889384986,5.30693658367437
2016-09-14,6.82509967265033,6.38994153121413,7.69541595552271,4.92954288278317,4.58384380321264,5.62094104192421
2016-09-15,6.50310310904498,6.13173542529359,7.24583847654778,4.62393885778445,4.35090305450826,5.17001046433684
2016-09-16,6.355388871021,5.73554779557833,7.59507102190634,4.53387394136,4.09376240303906,5.41409701800188
2016-09-19,6.62069612868874,6.05132012013176,7.75944814580272,4.64247090883116,4.23370741088844,5.4599979047166
2016-09-20,6.68221778066129,6.15256751953344,7.74151830291699,4.75594859676561,4.40031936216463,5.46720706596758
2016-09-21,7.08438979323677,6.6870983430858,7.8789726935387,5.03490499945413,4.77480232656546,5.55511034523147
2016-09-22,6.90781837591088,6.51354366981308,7.69636778810649,4.88890492070353,4.69151349475694,5.28368777259672
2016-09-23,6.66622140709212,6.3267320341584,7.34520015295957,4.76923021887505,4.58811335245952,5.13146395170611
2016-09-26,6.75296066185794,6.48741234705835,7.28405729145714,4.75923843306878,4.63335337202886,5.01100855514864
2016-09-27,6.25871220993075,5.73879950756828,7.29853761465569,4.39230483405855,4.12138187696824,4.93415074823919
2016-09-28,6.69085324946014,5.68833160262228,8.69589654313586,4.58871848398621,4.09308476525642,5.57998592144579
2016-09-29,6.69135183670752,5.74032906272441,8.59339738467372,4.42175591428254,4.13233083807786,5.0006060666919
2016-09-30,6.37557334779642,5.73280466054265,7.66111072230395,4.08317809630934,4.07053041053669,4.10847346785464
2016-10-03,6.50919022023566,5.69623203172844,8.1351065972501,4.34332730460076,3.98648430152132,5.05701331075965
2016-10-04,6.49834634202213,5.65915260627747,8.17673381351143,4.38038555432219,3.9289373855093,5.28328189194797
2016-10-05,6.36641351319886,5.44568385186723,8.20787283586213,4.33162480671527,3.85395944440502,5.28695553133577
2016-10-06,6.21634107951735,5.53973647496039,7.56955028863126,4.25979003496165,3.96191215169414,4.85554580149668
2016-10-07,6.11575424514639,5.31062242801282,7.72601787941354,4.23424607609419,3.81161234735984,5.07951353356288
2016-10-11,6.12453580963031,5.25158704630244,7.87043333628604,4.24369925261535,3.73437947527363,5.2623388072988
2016-10-12,6.19028280901149,5.36496187879338,7.84092466944769,4.29328181301877,3.82184427645863,5.23615688613904
2016-10-13,6.04818433441884,5.2170720812086,7.71040884083932,4.26320542532094,3.71321860890297,5.36317905815688
2016-10-14,6.00828815515099,5.19651150095629,7.63184146354039,4.20593025567113,3.66601177266074,5.28576722169192
2016-10-17,6.27848318866228,5.51201206374265,7.81142543850154,4.38382052221812,3.87387016840645,5.40372122984146
2016-10-18,6.08624360456556,5.48516457238314,7.28840166893041,4.24310731709267,3.80526002033387,5.11880191061025
2016-10-19,6.02280352122115,5.4438498106724,7.18071094231866,4.16604648065627,3.75788599882832,4.98236744431218
2016-10-20,6.05146206384388,5.51030114236801,7.13378390679561,4.22313070213378,3.84214197597395,4.98510815445343
2016-10-21,6.39737342704356,5.75791181664745,7.67629664783579,4.48142839901748,4.0243563991453,5.39557239876185
2016-10-24,6.62390552167736,6.05317502859373,7.76536650784464,4.57406967227383,4.14092317059616,5.44036267562918
2016-10-25,6.72486067782679,5.89020934993748,8.3941633336054,4.6950596431216,4.06959579344017,5.94598734248446
2016-10-26,6.89701788944725,6.02795230690659,8.63514905452857,4.7516071711015,4.15570654675333,5.94340841979782
2016-10-27,7.15514411947356,6.1614848129531,9.1424627325145,4.95587770302442,4.2855605610997,6.29651198687385
2016-10-28,7.53756270582371,6.66825879537289,9.27617052672534,5.20786294444498,4.600056018978,6.42347679537894
2016-10-31,6.41267892532441,5.97007202765377,7.29789272066571,4.35825113325412,4.05813780061535,4.95847779853166
2016-11-01,6.62204237810007,6.04337552645293,7.77937608139435,4.5344172460328,4.14804280105363,5.30716613599115
2016-11-02,6.21060316453103,5.84576942181213,6.94027064996883,4.24267623959089,3.97259049170826,4.78284773535616
2016-11-03,6.26602768423047,5.66471110783813,7.46866083701516,4.26557954023417,3.87013778275424,5.05646305519401
2016-11-04,6.73083567275126,6.2355208814558,7.72146525534219,4.50186457173347,4.09009470995486,5.3254042952907
2016-11-07,6.76508748247698,6.47992747238415,7.33540750266263,4.51439823975871,4.2682765968707,5.00664152553473
2016-11-08,6.6148204298824,5.91733736115206,8.00978656734307,4.4793701167676,3.96038747171044,5.5173354068819
2016-11-09,6.63833965400083,5.90950469764104,8.09600956672039,4.45549209688338,3.95994127154873,5.44659374755268
2016-11-10,6.41779740820771,5.81212471590613,7.62914279281086,4.37668157213079,3.96644841966806,5.19714787705627
2016-11-14,6.31631858426718,5.51060947425072,7.9277368043001,4.32045958207908,3.73794633487079,5.48548607649565
2016-11-15,6.01934971753558,5.48380254008595,7.09044407243485,4.08989444914422,3.69251524830536,4.88465285082194
2016-11-16,6.40533719960925,5.88596231624921,7.44408696632933,4.33746657627205,3.99581037367999,5.02077898145615
2016-11-17,6.11510980407652,5.83099457468195,6.68334026286565,4.19461766649759,3.97157370986727,4.64070557975822
2016-11-18,6.6357459176675,6.07679569249164,7.75364636801922,4.52852233471455,4.0794103911981,5.42674622174746
2016-11-21,6.2334030254958,5.84523978719579,7.00972950209582,4.2550107074566,4.04517238176892,4.67468735883197
2016-11-22,6.28505854927115,5.91709682731712,7.02098199317919,4.33928618959191,4.07063348716564,4.87659159444443
2016-11-23,6.63161844236213,6.12221417431736,7.65042697845167,4.53671329333254,4.12983646132565,5.35046695734632
2016-11-25,6.81777832166024,6.25588490499723,7.94156515498627,4.55643527158246,4.10175713190304,5.4657915509413
2016-11-28,6.51358422207625,6.33002394042119,6.88070478538637,4.41686735040657,4.28863749812018,4.67332705497933
2016-11-29,6.78881025148171,6.68876961899365,6.98889151645782,4.62867185523524,4.5342800664374,4.81745543283093
2016-11-30,6.84407606507648,6.67474960536916,7.1827289844911,4.66139209786141,4.56683175761613,4.85051277835198
2016-12-01,6.65659608285799,6.58521168289581,6.79936488278235,4.6068763290216,4.57818961101846,4.66424976502787
2016-12-02,6.88174769001422,7.02913572093911,6.58697162816445,4.78615222657244,4.89751070202519,4.56343527566695
2016-12-05,7.21965300500874,7.40120728053264,6.85654445396095,5.00415581663404,5.11062689185344,4.79121366619522
2016-12-06,7.25955588392328,7.45138241357024,6.87590282462938,4.90106846725588,4.98354776983022,4.73610986210719
2016-12-07,6.97607299926943,6.69662467089891,7.53496965601046,4.77832204041112,4.59681827689976,5.14132956743384
2016-12-08,6.61943776668692,6.42584177198223,7.00662975609629,4.5940153695721,4.46182205766855,4.8584019933792
2016-12-09,6.92124927671253,6.6435120181543,7.476723793829,4.75049249166672,4.5433833859463,5.16471070310758
2016-12-12,6.69901078924906,6.20200406050534,7.69302424673649,4.6501449900723,4.30499667352701,5.34044162316288
2016-12-13,6.56143579717961,6.03293632551776,7.61843474050331,4.5672348553653,4.17059407976084,5.36051640657421
2016-12-14,7.28092753875727,6.92483136299694,7.99311989027794,5.20623545163413,5.0069249893256,5.60485637625119
2016-12-15,7.10680635649931,6.81902258749721,7.6823738945035,4.96167751089984,4.74767931401829,5.38967390466293
2016-12-16,7.45293532091683,6.75026763111547,8.85827070051954,5.16731265912662,4.67057415664009,6.16078966409968
2016-12-19,7.44552928789616,6.82669655735224,8.683194748984,5.18275087336426,4.80979688197442,5.92865885614395
2016-12-20,7.94046723009497,7.53681816293744,8.74776536441004,5.53954500878528,5.29150237620818,6.03563027393948
2016-12-21,7.65003339296835,6.96936140762358,9.01137736365787,5.16584826812886,4.95147052531402,5.59460375375852
2016-12-22,8.30843548809804,7.75328726739223,9.41873192950965,5.58564267684884,5.57129387295796,5.6143402846306
2016-12-23,8.79456304548828,8.01996603247545,10.343757071514,5.7420933771195,5.52120725253806,6.18386562628239
2016-12-27,7.99539566946318,7.47187461713485,9.04243777411983,5.27403791725991,5.23990597614996,5.3423017994798
2016-12-28,8.49776252883251,7.44426129908488,10.6047649883278,5.56350827430484,5.22602001304715,6.23848479682021
2016-12-29,8.50349035955623,7.55990697073195,10.3906571372048,5.80540939549453,5.43538855225098,6.54545108198163
2016-12-30,8.23745772592689,7.46593617055983,9.78050083666101,5.31141055470674,5.29193334118182,5.35036498175658
2017-01-03,8.0067577919945,6.40470895065441,11.2108554746747,5.20076443328179,4.43332399191602,6.73564531601334
