"","Date","SOFR","US.Policy","D.Include","SOFRV","bills","non_bills","debt","Spread","Reserves"
"192",2018-05-02,1.75,1.75,0,6.62406522779989,28.405293948858,30.0351336100996,30.2140836495027,0,14.513728361161
"193",2018-05-09,1.72,1.75,1,6.6631326959908,28.4034479013808,30.0351336100996,30.2137814036795,-0.03,14.513728361161
"194",2018-05-16,1.75,1.75,1,6.62539236800796,28.4062156307088,30.0372340396976,30.2159910336943,0,14.5231068455826
"195",2018-05-23,1.67,1.75,1,6.59167373200866,28.4089750081301,30.0372340396976,30.2164432401575,-0.0800000000000001,14.5231068455826
"196",2018-05-30,1.72,1.75,0,6.68586094706836,28.4131006301381,30.0372340396976,30.2171212950986,-0.03,14.5208975257788
"197",2018-06-06,1.73,1.75,1,6.69084227741856,28.412184956441,30.0387768716735,30.2182597848974,-0.02,14.5208975257788
"198",2018-06-13,1.71,2,0,6.70563909486,28.4089744579266,30.0387768716735,30.2177330142603,-0.29,14.5159441281952
"199",2018-06-20,1.87,2,1,6.64509096950564,28.4043702346842,30.0427298001748,30.2202887964532,-0.13,14.5159441281952
"200",2018-06-27,1.9,2,1,6.63331843328038,28.4025224443932,30.0427298001748,30.2199884148613,-0.1,14.4727284427091
"201",2018-07-11,1.89,2,1,6.64118216974059,28.4002083271432,30.0443179802021,30.2209437529913,-0.11,14.4897817018104
"202",2018-07-18,1.9,2,1,6.6631326959908,28.400208427189,30.0483621926188,30.2243343053819,-0.1,14.4897817018104
"203",2018-07-25,1.87,2,1,6.62406522779989,28.4103514656962,30.0483621926188,30.2259779491747,-0.13,14.4794009006868
"204",2018-08-01,1.88,2,0,6.66695679242921,28.4222073351139,30.0495922952811,30.2289449561599,-0.12,14.4794009006868
"205",2018-08-08,1.88,2,1,6.60394382460047,28.4383949802153,30.0495922952811,30.2316208331842,-0.12,14.4766344218603
"206",2018-08-15,1.98,2,1,6.69332366826995,28.4565172734726,30.0520114312474,30.2366704909896,-0.02,14.4766344218603
"207",2018-08-22,1.9,2,1,6.6682282484174,28.4725941935722,30.0520114312474,30.2393994383084,-0.1,14.4486895574534
"208",2018-08-29,1.93,2,1,6.68085467879022,28.480323016086,30.0520114312474,30.2407243630303,-0.0700000000000001,14.4486895574534
"209",2018-09-05,1.95,2,1,6.68210859744981,28.4816054190278,30.0536681342917,30.242316705479,-0.05,14.4615624622205
"210",2018-09-12,1.94,2,1,6.69703424766648,28.4738867205804,30.0536681342917,30.240993921063,-0.0600000000000001,14.4615624622205
"211",2018-09-19,1.92,2,1,6.67708346124714,28.4643708925442,30.0580043586969,30.2429773967207,-0.0800000000000001,14.4340408676727
"212",2018-09-26,1.92,2.25,0,6.71901315438526,28.4499254412826,30.0580043586969,30.2405525429542,-0.33,14.4340408676727
"213",2018-10-03,2.2,2.25,1,6.75110146893676,28.4375028686532,30.0591968123112,30.2394861001171,-0.0499999999999998,14.4216396342392
"214",2018-10-10,2.15,2.25,1,6.73221070646721,28.4307835222733,30.0591968123112,30.2383807053705,-0.1,14.4216396342392
"215",2018-10-17,2.18,2.25,1,6.64768837356333,28.4312449087449,30.0635970055316,30.24213580869,-0.0699999999999998,14.4228661627291
