"","Date","SOFR","US.Policy","D.Include","SOFRV","bills","non_bills","debt","Spread"
"203",2015-06-17,0.11,0.25,1,6.36302810354046,27.9949840223252,29.9331840651124,30.0676824782311,-0.14
"204",2015-06-18,0.09,0.25,1,6.35262939631957,27.9781671365698,29.9331840651124,30.0655816354082,-0.16
"205",2015-06-19,0.08,0.25,1,6.36302810354046,27.9781671365698,29.9331840651124,30.0655816354082,-0.17
"206",2015-06-22,0.05,0.25,1,6.361302477573,27.9781671365698,29.9331840651124,30.0655816354082,-0.2
"207",2015-06-23,0.05,0.25,1,6.3297209055227,27.9781671365698,29.9331840651124,30.0655816354082,-0.2
"208",2015-06-24,0.08,0.25,1,6.30261897574491,27.9781671365698,29.9331840651124,30.0655816354082,-0.17
"209",2015-06-25,0.1,0.25,1,6.30444880242198,27.963936807463,29.9331840651124,30.0638279298022,-0.15
"210",2015-06-26,0.11,0.25,1,6.26720054854136,27.963936807463,29.9331840651124,30.0638279298022,-0.14
"211",2015-06-29,0.1,0.25,0,6.3456363608286,27.963936807463,29.9331840651124,30.0638279298022,-0.15
"212",2015-06-30,0.17,0.25,0,6.29710931993394,27.963936807463,29.9347734630563,30.06522281025,-0.08
"213",2015-07-01,0.12,0.25,0,6.39024066706535,27.963936807463,29.9347734630563,30.06522281025,-0.13
"214",2015-07-02,0.11,0.25,1,6.33682573114644,27.9603460751483,29.9347734630563,30.0647843584726,-0.14
"215",2015-07-06,0.1,0.25,1,6.36302810354046,27.9603460751483,29.9347734630563,30.0647843584726,-0.15
"216",2015-07-07,0.1,0.25,1,6.3578422665081,27.9603460751483,29.9347734630563,30.0647843584726,-0.15
"217",2015-07-08,0.1,0.25,1,6.38012253689976,27.9603460751483,29.9347734630563,30.0647843584726,-0.15
"218",2015-07-09,0.12,0.25,1,6.36818718635049,27.9639357741511,29.9347734630563,30.065222683877,-0.13
"219",2015-07-10,0.14,0.25,1,6.38350663488401,27.9639357741511,29.9347734630563,30.065222683877,-0.11
"220",2015-07-13,0.13,0.25,1,6.35088571671474,27.9639357741511,29.9347734630563,30.065222683877,-0.12
"221",2015-07-14,0.14,0.25,1,6.37331978957701,27.9639357741511,29.9347734630563,30.065222683877,-0.11
"222",2015-07-15,0.17,0.25,1,6.38519439899773,27.9639357741511,29.9373670507132,30.0674994393072,-0.08
"223",2015-07-16,0.16,0.25,1,6.39859493453521,27.9781700875415,29.9373670507132,30.0692472140528,-0.09
"224",2015-07-17,0.13,0.25,1,6.36475075685191,27.9781700875415,29.9373670507132,30.0692472140528,-0.12
"225",2015-07-20,0.1,0.25,1,6.36302810354046,27.9781700875415,29.9373670507132,30.0692472140528,-0.15
"226",2015-07-21,0.09,0.25,1,6.39526159811545,27.9781700875415,29.9373670507132,30.0692472140528,-0.16
"227",2015-07-22,0.07,0.25,1,6.3919171133926,27.9781700875415,29.9373670507132,30.0692472140528,-0.18
"228",2015-07-23,0.09,0.25,1,6.3818160174061,27.9887102542183,29.9373670507132,30.0705555246911,-0.16
"229",2015-07-24,0.15,0.25,1,6.38350663488401,27.9887102542183,29.9373670507132,30.0705555246911,-0.1
"230",2015-07-27,0.16,0.25,1,6.38856140554563,27.9887102542183,29.9373670507132,30.0705555246911,-0.09
"231",2015-07-28,0.15,0.25,1,6.37161184723186,27.9887102542183,29.9373670507132,30.0705555246911,-0.1
"232",2015-07-29,0.16,0.25,1,6.34388043412633,27.9887102542183,29.9373670507132,30.0705555246911,-0.09
"233",2015-07-30,0.2,0.25,0,6.4085287910595,27.9956787045506,29.9373670507132,30.0714271444578,-0.05
"234",2015-07-31,0.25,0.25,0,6.46146817635372,27.9956787045506,29.9390378564507,30.0728884798303,0
"235",2015-08-03,0.19,0.25,0,6.48004456192665,27.9956787045506,29.9390378564507,30.0728884798303,-0.06
"236",2015-08-04,0.19,0.25,1,6.42486902390539,27.9956787045506,29.9390378564507,30.0728884798303,-0.06
"237",2015-08-05,0.19,0.25,1,6.4150969591716,27.9956787045506,29.9390378564507,30.0728884798303,-0.06
"238",2015-08-06,0.19,0.25,1,6.46146817635372,27.9942883873685,29.9390378564507,30.0727144077671,-0.06
"239",2015-08-07,0.2,0.25,1,6.42648845745769,27.9942883873685,29.9390378564507,30.0727144077671,-0.05
"240",2015-08-10,0.18,0.25,1,6.41673228251233,27.9942883873685,29.9390378564507,30.0727144077671,-0.07
"241",2015-08-11,0.18,0.25,1,6.39692965521615,27.9942883873685,29.9390378564507,30.0727144077671,-0.07
"242",2015-08-12,0.2,0.25,1,6.38687931936265,28.0115240311728,29.9390378564507,30.0748873824467,-0.05
"243",2015-08-13,0.2,0.25,1,6.44571981938558,28.0067275133461,29.9390378564507,30.0742793739735,-0.05
"244",2015-08-14,0.2,0.25,1,6.43615036836943,28.0067275133461,29.9390378564507,30.0742793739735,-0.05
"245",2015-08-17,0.2,0.25,1,6.44413125670044,28.0067275133461,29.9384074266386,30.0737287123921,-0.05
"246",2015-08-18,0.19,0.25,1,6.46458830368996,28.0067275133461,29.9384074266386,30.0737287123921,-0.06
"247",2015-08-19,0.17,0.25,1,6.44571981938558,28.0067275133461,29.9384074266386,30.0737287123921,-0.08
"248",2015-08-20,0.15,0.25,1,6.45204895443723,28.0032873148982,29.9384074266386,30.0732939581107,-0.1
"249",2015-08-21,0.14,0.25,1,6.40687998606931,28.0032873148982,29.9384074266386,30.0732939581107,-0.11
"250",2015-08-24,0.16,0.25,1,6.4377516497364,28.0032873148982,29.9384074266386,30.0732939581107,-0.09
"251",2015-08-25,0.15,0.25,1,6.44413125670044,28.0032873148982,29.9384074266386,30.0732939581107,-0.1
"252",2015-08-26,0.15,0.25,1,6.4425401664682,28.0032873148982,29.9384074266386,30.0732939581107,-0.1
"253",2015-08-27,0.13,0.25,1,6.4085287910595,28.0019077334275,29.9384074266386,30.0731199805929,-0.12
"254",2015-08-28,0.15,0.25,0,6.41345895716736,28.0019077334275,29.9384074266386,30.0731199805929,-0.1
"255",2015-08-31,0.22,0.25,0,6.46302945692067,27.9845040894357,29.9403083272685,30.0726082990919,-0.03
"256",2015-09-01,0.21,0.25,0,6.49072353450251,28.0019078852544,29.9403083272685,30.0747815232082,-0.04
"257",2015-09-02,0.18,0.25,1,6.48004456192665,28.0019078852544,29.9403083272685,30.0747815232082,-0.07
"258",2015-09-03,0.14,0.25,1,6.44413125670044,27.9970673000303,29.9403083272685,30.0741737499855,-0.11
"259",2015-09-04,0.12,0.25,1,6.45519856334012,27.9970673000303,29.9403083272685,30.0741737499855,-0.13
"260",2015-09-08,0.11,0.25,1,6.48004456192665,27.9970673000303,29.9403083272685,30.0741737499855,-0.14
"261",2015-09-09,0.1,0.25,1,6.43454651878745,27.9970673000303,29.9403083272685,30.0741737499855,-0.15
"262",2015-09-10,0.14,0.25,1,6.46302945692067,28.0032891023299,29.9403083272685,30.0749554179928,-0.11
"263",2015-09-11,0.14,0.25,1,6.44571981938558,28.0032891023299,29.9403083272685,30.0749554179928,-0.11
"264",2015-09-14,0.14,0.25,1,6.4723462945009,28.0032891023299,29.9403083272685,30.0749554179928,-0.11
"265",2015-09-15,0.15,0.25,1,6.45990445437753,27.9859095382975,29.9428876363275,30.0750422160083,-0.1
"266",2015-09-16,0.13,0.25,1,6.4831073514572,27.9859095382975,29.9428876363275,30.0750422160083,-0.12
"267",2015-09-17,0.13,0.25,1,6.45833828334479,27.961060048799,29.9428876363275,30.071999268553,-0.12
"268",2015-09-18,0.1,0.25,1,6.48768401848461,27.961060048799,29.9428876363275,30.071999268553,-0.15
"269",2015-09-21,0.1,0.25,1,6.4831073514572,27.961060048799,29.9428876363275,30.071999268553,-0.15
"270",2015-09-22,0.1,0.25,1,6.48463523563525,27.961060048799,29.9428876363275,30.071999268553,-0.15
"271",2015-09-23,0.09,0.25,1,6.45676965557216,27.961060048799,29.9428876363275,30.071999268553,-0.16
"272",2015-09-24,0.12,0.25,1,6.41836493593621,27.9370519946848,29.9428876363275,30.0691218069514,-0.13
"273",2015-09-25,0.11,0.25,1,6.41999492814714,27.9370519946848,29.9428876363275,30.0691218069514,-0.14
"274",2015-09-28,0.1,0.25,1,6.40025744530882,27.9370519946848,29.9428876363275,30.0691218069514,-0.15
